Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,WATERBURY CONN,,,,,,,,,,,,,,,,118
,AVERAGE,,,3,3,3,3,3,7,5,8,5,7,,,,118
,STON MASS,55,,,,,,,,,,,,,,,118
,NUMBER,,1,2,4,1,1,2,2,4,1,2,2,1,,,118
,AVERAGE,,3,1,,,,2,,,,2,2,,,,118
,,,,,,,2,,1,2,2,,,,,,118
,MUM,,3,,,,2,2,,2,2,2,2,,,,118
,EV,55,,,,,,,,,,,,,,,118
,AVERAGE,,3,24,2,2,4,16,2,1,2,,20,3,,,118
,,55 56,,,,,,,,,,,,,,,118
,EL,,,,,,,,,,,,,,,,118
,AVERAGE,,3,2,2,2,2,,1,3,3,,3,3,,,118
,,,2,4,2,4,2,1,4,1,,2,,1,,,118
,AVERAGE,,5,1,3,2,,2,,,,,,,,,118
,,,,,,,2,,1,,,1,,3,,,118
,CA MDEN N J,55 56,,,,,,,,,,,,,,,118
,AVERAGE,,4,3,2,2,,2,,6,2,2,,3,,,118
,,,3,1,3,4,,,1,2,,2,3,2,,,118
,AVERAGE,,1,2,5,2,,,2,2,,3,6,3,,,118
,,55 56,,,,,,,,,,,,,,,118
,AVERAGE,,1,3,3,,1,2,1,,,6,2,4,,,118
,,,,2,3,,,2,1,,,6,2,3,,,118
,JERSEY city,55 56,,,,,,,,,,,,,,,118
,AVERAGE,,3,7,3,2,,5,1,3,2,,3,2,,,118
,,54 56,,,,,,,,,,,,,,,118
,,,29,15,2,43,3,15,4,16,15,6,10,7,,,118
,AVERAGE,,29,8,2,13,3,5,2,6,9,5,4,3,,,118
,MUM,,29,3,2,3,3,2,2,,4,5,2,,,,118
,PHILADELPHI A PA,55 56,,,,,,,,,,,,,,,118
,AVERAGE,,5,2,3,3,10,4,3,3,4,2,2,8,,,118
,WIN I MUM,,,,,1,,2,2,2,2,,2,2,,,118
,,56,,,,,,,,,,,,,,,118
,AVERAGE,,,3,,2,2,,,3,1,2,3,,,,118
,,55 56,,,,,,,,,,,,,,,118
,AVERAGE,,,2,4,1,,,2,,3,2,,,,,118
,,,,,4,1,,,2,,,2,4,,,,118
,CHESTER PA,55 56,,,,,,,,,,,,,,,118
,AVERAGE,,,2,,2,1,3,2,3,3,,,4,,,118
,ERIE PA,56,,,,,,,,,,,,,,,118
,,,3,1,2,3,2,1,1,,3,4,2,3,,,118
,AVERAGE,,2,2,2,1,1,2,,,2,2,4,1,,,118
,PITTS BURGH PA,56,,,,,,,,,,,,,,,118
,AVERAGE,,4,3,6,,,4,2,,6,7,4,4,,,118
