Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,,,,,,,,,,,,,,153,,137
,,,55,14,5,15,7,4,5,5,6,6,,10,10,13,,137
,,,56,22,,19,,,1,2,3,5,6,,10,15,,137
,,,55 56,36,,19,7,1,2,4,5,5,7,,10,14,,137
,,,,23,,17,5,1,1,2,2,4,6,7,,12,,137
,,,55,26,,37,9,2,3,4,6,7,,10,12,13,,137
,,,55 56,21,,13,1,,,,1,1,1,1,2,4,,137
,,,55 56,25,,26,2,,,1,1,1,1,2,3,7,,137
,,,55 56,21,,32,6,1,1,2,3,4,4,5,,,,137
,PERTH,,55 56,23,,82,6,,,1,1,1,1,3,,i2,,137
,,,55 56,17,,34,5,,,1,,3,3,5,8,8,,137
,,,55 56,23,,73,10,1,2,2,3,4,5,,10,21,,137
,NEW,,54 56,50,,107,40,,4,6,,27,60,69,79,86,,137
,,,54 55,24,,67,18,1,2,3,6,7,,20,47,58,,137
,,,54 56,75,,107,33,1,3,5,,20,44,59,69,83,,137
,PA,,54,,36,157,73,35,35,37,37,,67,67,103,103,,137
,,,55,94,1,35,9,2,4,5,6,7,,11,13,18,,137
,,,56,11,,15,7,1,2,3,4,5,,11,12,14,,137
,,,54 56,111,,157,12,2,3,5,6,8,,11,15,25,,137
,,,,,25,66,,,28,28,,,54,,58,67,,137
,,,56,,,44,10,1,1,3,3,6,,10,12,28,,137
,,,56,9,,16,4,,1,1,1,3,3,4,,10,,137
,,,56,,,19,4,,1,1,2,3,3,6,7,,,137
,,,56,11,,23,,1,1,3,3,4,6,,12,,,137
,,,54,10,25,157,64,28,35,37,53,55,58,63,67,103,,137
,,,,94,1,35,9,2,4,5,6,7,,,13,18,,137
,,,,,,,,,1,,,,,,11,18,,137
,,,56,53,,44,6,,,2,3,4,5,,,,,137
,,,54 56,157,,157,12,1,3,4,6,,,11,15,26,,137
,,,56,13,,18,6,1,2,3,5,6,7,7,,12,,137
,BRISTOL PA,,56,18,,15,2,,,1,1,1,1,2,2,4,,137
,CHESTER PA,,55 56,18,,25,7,1,2,2,4,7,,10,10,12,,137
,,1156,,25,,18,5,1,2,3,3,4,5,6,,12,,137
,,,56,,,,,,,,,,,,,,,137
,,,56,21,,160,35,,12,17,22,28,31,37,50,67,,137
53 co,,,,,,,,,,,,,,,,,,137
,,,55 56,23,2,66,20,3,5,6,,15,21,26,34,43,,137
,,,54,26,34,101,59,45,48,,53,56,60,63,70,75,,137
,,,55 56,20,2,39,13,3,6,,,10,42,13,20,35,,137
,,,56,46,2,101,39,7,,13,34,45,51,55,62,70,,137
ee,,,54,,,,,,,,,,,,,,,137
,,,54,22,,110,28,2,5,,,15,17,21,50,77,,137
,,,,21,,58,16,2,3,4,,15,17,18,28,37,,137
,,,54 55,43,,110,22,2,4,6,8,15,17,,35,,,137
,,,54,13,3,20,8,2,3,3,6,6,7,,12,18,,137
,,,55,10,2,63,20,2,4,,i1,12,18,,35,37,,137
,,,54 55,23,2,63,13,,3,4,6,,11,15,18,35,,137
on,,,54,5,7,80,42,7,,40,40,43,43,,50,89,,137
,,,54,40,,110,23,3,5,6,,11,16,20,43,58,,137
,,,55,31,,63,17,2,3,4,,15,17,21,32,37,,137
,,,54 55,71,,110,20,2,4,6,,12,16,20,36,,,137
,,,57,18,12,130,30,13,18,20,22,24,26,27,28,32,,137
,,,54,11,34,,58,35,37,43,47,63,67,77,81,85,,137
,,,55,16,,23,8,2,2,3,4,,12,13,14,15,,137
aa,,,,,,,,,,,,,,,,,,137
,,,54 ss,27,,81,28,2,3,,13,1s,24,43,63,77,,137
,TAMPA FLA,,54 55,30,,54,13,1,1,2,4,6,,15,24,35,,137
,ATLANTA GA,,54 56,26,,73,26,4,,11,13,18,32,37,47,50,,137
,CHATTANOOGA TENN,3155,55,14,,13,5,1,2,2,3,3,4,,,13,,137
,,,56,18,,33,13,2,5,6,,10,12,15,21,30,,137
,,,55 56,32,,33,9,1,2,3,5,7,,11,13,28,,137
co,,,,,,,,,,,,,,,,,,137
,Google,,,,,,,,,,,,,,,,,137
oa,,,,,,,,,,,,,,,,,,137
