Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,,,,,,,,,,,,,33,,,17
,,SPRINGFIELD,57,,,,,,,,,,,,,,17
,,,,,126 2,3,2,1,3,124 1,2,173 2,218,3,,,17
,,AVERAGE,,,102,69,77,62,98,118,97,107,210,77,,,17
,,,7,14,28,22,27,14,23,14,19,25,20,15,,,17
,,,470,290,978,720,852,427,298,479,482,489,439,700,,,17
,,AVERAGE,295,172,291,325,286,211,185,263,248,,199,216,,,17
,,EVANSVILLE,57,,,,,,,,,,,,,,17
,,,2,2,3,1,3,2,2,2,2,,,3,,,17
,,,143,107,133,141,170,68,78,105,127,105,13,124,,,17
,,AVERAGE,141,100,106,141,110,66,75,90,100,97,13,98,,,17
,,,139,93,90,141,75,65,73,76,74,90,13,,,,17
,,,57,,,,,,,,,,,,,,17
,,,2,3,2,2,2,2,3,1,2,4,3,2,,,17
,,,127,304,206,135,105,91,114,136,136,244,189,162,,,17
,,,,212,172,,95,85,95,136,105,184,146,135,,,17
,,AVERAGE,108,,,126,,,,,,,,,,,17
,,,89,132,138,117,85,79,70,136,72,110,121,109,,,17
,,,57,,,,,,,,,,,,,,17
,,,1,2,1,2,3,2,2,3,2,4,2,2,,,17
,,,176,127,217,166,200,140,123,260,178,158,,155,,,17
,,AVERAGE,176,123,217,144,162,134,111,212,132,140,138,133,,,17
,,,176,119,217,123,141,128,100,177,87,125,106,211,,,17
,,,53 57,,,,,13,6,9,11,6,40,4,,,17
,,AVERAGE,106,252,179,192,149,223,158,117,,209,305,170,,,17
,,,2,2,2,2,2,3,,3,1,1,,,,,17
,,,101,164,205,108,252,355,,135,229,288,,,,,17
,,AVERAGE,93,143,146,97,173,203,,114,229,288,,,,,17
,,,,123,,,,,,101,,,,,,,17
,,,B6,,87,87,95,105,,,229,2886,,,,,17
5,,,,,,,,,,,,,,,,,17
,,,57,,,,,,,,,,,,,,17
,,,2,3,1,3,2,2,2,2,2,1,3,2,,,17
,,AVERAGE,77,110,49,81,132,47,53,64,1323,41,53,132,,,17
,,,62,72,49,70,84,41,45,37,120,41,44,96,,,17
,,,57,,,,,,,,,,,,,,17
,,,2,2,1,4,3,2,2,3,1,2,2,2,,,17
,,AVERAGE,77,83,140,108,97,110,115,93,,55,71,61,,,17
,,,57,,,,,,,,,,,,,,17
,,,2,3,1,3,1,2,3,2,2,3,2,2,,,17
,,AVERAGE,110,173,968,132,190,126,127,138,132,130,153,95,,,17
,,,87,112,98,107,190,115,,122,126,70,137,68,,,17
om,,,,,,,,,,,,,,,,,17
,,OHIO,53 57,,,,,,,,,,,,,,17
,,,25,39,88,35,30,28,27,24,34,24,33,41,,,17
,,,301,289,656,396,297,334,220,286,507,418,444,326,,,17
,,AVERAGE,134,142,168,146,140,148,122,137,155,125,178,150,,,17
,,,26,50,39,17,58,56,36,58,60,25,32,32,,,17
oe,,,56 57,,,,,,,,,,,,,,17
,,,2,2,2,3,2,1,7,8,8,2,5,4,,,17
,,,139,249,190,263,231,63,198,424,,359,406,,,,17
,,AVERAGE,,,,,,,,,,,,164,,,17
,,,107,229,145,170,187,63,126,,306,,220,119,,,17
,,,76,209,101,102,144,63,75,103,89,224,116,88,,,17
,,,2,2,2,2,3,1,3,3,1,2,2,3,,,17
,,AVERAGE,152,219,294,182,245,112,141,,151,163,163,142,,,17
,,,141,164,285,117,185,112,70,,151,101,116,,,,17
,,,57,,,,,,,,,,,,,,17
,,,2,3,2,1,3,2,2,2,2,2,3,2,,,17
Nw,,,194,314,141,147,161,125,214,299,221,247,258,260,,,17
,,AVERAGE,161,249,117,147,140,123,194,296,154,162,224,185,,,17
,,,129,175,93,147,106,122,174,294,87,118,193,171,,,17
,,,2,2,3,2,2,2,2,2,3,4,3,2,,,17
,,,211,241,222,132,132,175,180,248,189,274,310,136,,,17
,,AVERAGE,201,237,184,120,104,144,174,241,171,229,249,130,,,17
,,,191,234,145,,,114,169,234,159,176,164,125,,,17
ca,,,57,,,,,,,,,,,,,,17
,,,2,2,2,3,2,2,2,2,3,2,2,2,,,17
,,AVERAGE,71,176,118,94,101,1253,174,86,141,202,92,118,,,17
,,,66,147,81,48,55,117,59,73,87,93,68,76,,,17
om,,,,,,,,,,,,,,,,,17
ca,,,,,,,,,,,,,,,,,17
,,,ogle,,,,,,,,,,,,,,17
oa,,,,,,,,,,,,,,,,,17
