Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,J,,,2,4,1,1,,,1,1,1,,1,1,1,,186
,,,,,,,,,,,,,1,,,,,186
,KANAWHA co W VA,,54,4,,,3,,1,1,,,,4,,10,,186
,,1454,54,2,2,7,4,,,2,2,2,2,2,7,7,,186
,FULTON co GEORGIA,,54,3,4,14,9,,4,4,,10,10,10,10,14,,186
,HAMILTON,1154,54,29,,16,1,,,,,,1,1,1,4,,186
,,,,1,1,1,1,,,,,1,1,1,1,1,,186
,,,55,30,,16,1,,,,,1,1,1,,,,186
,TONKA BAY,,54,8,,,,,,,,1,4,1,1,,,186
,SALT LAKE co UTAH,,54,5,,29,8,,,1,1,1,,12,12,30,,186
,MULTNOMAH CNTY ORE,,54,12,,2,,,,,,1,1,4,,1,,186
,GRAND TOTAL,,54 55,66,,29,2,,,,,,1,4,2,7,,186
