Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,,26,,50,11,2,2,,5,,,10,20,,,122
,,,56,,,,,,,4,,7,9,,,21,,122
,,,55 56,21,,120,15,1,3,4,5,9,10,19,20,,,122
,,,56,20,,70,,,1,,4,5,5,10,20,32,,122
,,,55 56,86,,120,13,1,2,4,5,7,9,19,20,30,,122
,CINCINNATI OHIO,1755,55,23,,39,9,1,2,4,6,8,9,9,10,20,,122
,YOUNGSTOWN,,57,12,29,75,47,29,33,36,40,44,51,52,60,74,,122
,MILWAUKEE Wis,,,19,,88,29,1,17,19,23,26,28,36,40,44,,122
,KANSAS CITY MO,,55 56,18,,21,5,1,1,2,2,3,3,4,6,,,122
,,,55 56,9,,3,,,,,1,1,1,1,1,2,,122
,,,56,27,,,3,,1,1,1,2,2,3,4,6,,122
,MO,,55 56,23,,20,4,1,1,2,2,3,4,4,5,8,,122
,NEW ORLEANS LA,,54 55,24,,9,1,,,,1,1,,1,2,5,,122
,,,54 55,22,,6,1,,,1,1,1,1,2,2,3,,122
,,,54 55,46,,9,,,,,,,,,,,,122
,,,,,,,1,,,,1,1,1,1,2,4,,122
,FT WORTH TEXAS,,54 55,24,,3,,,,,,1,1,1,1,1,,122
,HOUSTON TEXAS,,54,8,2,20,7,2,2,2,5,6,7,10,10,10,,122
,,,55,56,,30,4,,1,2,2,2,3,4,6,9,,122
,,,54 55,64,,30,4,,1,2,2,3,3,5,7,9,,122
,BELLAIRE TEXAS,,54,17,,30,7,1,1,2,2,2,3,9,10,10,,122
,,,,14,,10,,,,,1,1,1,1,1,2,,122
,,,54,31,,30,4,,,1,1,1,2,2,9,10,,122
,DENVER COL,,54 55,23,,10,2,,1,1,2,2,2,3,3,9,,122
,SALT LAKE UTAH,,54,26,,100 00,21,3,6,9,9,10,10,20,21,32,,122
,ANCHORAGE ALASKA,,54 55,13,,20,4,,1,1,1,2,3,4,7,10,,122
,SAN FRANCISCO,,,,,,,,,,,,,,,,,122
,CALIF,,55 56,32,,6,1,,,1,1,1,1,1,2,4,,122
,PASADENA CALIF,,56,20,,6,2,,1,1,1,2,2,3,3,4,,122
,SAN JOSE CALIF,,55,25,,9,1,,,1,1,1,1,2,2,7,,122
,SAN LEANDRO CALIF,,55 56,30,,20,4,1,1,2,2,3,4,5,7,10,,122
,PORTLAND OREGON,,54 55,20,,20,8,1,2,4,5,6,8,10,10,20,,122
,SEATTLE WASH,,57,20,17,59,33,19,,25,,30,,40,,,,122
,,,,,,,,,,,28,,32,,49,,,122
