Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,,115,198,140,80,47,37,45,45,53,139,58,150,,,44
,AVERAGE,,103,168,130,67,45,31,41,36,53,96,58,,,,44
,VA,,,,,,,,,,,,,,,,44
,,,4,4,1,3,6,4,8,8,8,7,5,5,,,44
,,,308,366,38,122,138,227,128,119,196,213,261,367,,,44
,AVERAGE,,162,165,38,81,91,133,,,,26,27,49,,,44
,AVERAGE,,,269,150,,99,97,85,87,714,195,176,270,,,44
,,57,,,,,,,,,,,,,,,44
,AVERAGE,,106,96,as,60,89,50,97,108,68,112,99,,,,44
,,55,,,,,,,,,,,,,,,44
,,,152,205,95,B1,124,122 122,83,99,124,108,247,192,,,44
,AVERAGE,,77,120,67,58,76,,,,,37,51,,,,44
,FLA,57,,,,,,,,,,,,,,,44
,,,98,62,111,53,47,31,74,33,49,80,93,79,,,44
,AVERAGE,,96,61,111,45,39,31,48,32,44,71,53,56,,,44
,,,94,61,111,38,,31,31,31,40,63,31,33,,,44
,,55 57,,,,,,,,,8,9,4,7,,,44
,AVERAGE,,145,155,197,80,93,106,106,98,98,249,121,165,,,44
,,,,58,60,63,55,80,57,41,62,75,84,,,,44
,,57,,,,,,,,,,,,,,,44
,,,3,2,3,1,3,2,2,2,2,3,2,2,,,44
,AVERAGE,,47,140,73,108,52,39,54,70,,36,,45,,,44
,AVERAGE,,40,13,,14,S7,i8,48,59,40,40,47,38,,,44
,,57,,,,,,,,,,2,3,1,,,44
,,,2,2,2,1,2,3,2,3,1,,,,,,44
,AVERAGE,,140,184,257,,41,,51,88,Si,139,149,185,,,44
,,,69,94,164,55,24,33,43,,Si,51,65,185,,,44
,,57,,,,,,,,,,,,,,,44
,,,2,2,2,2,4,3,3,2,3,2,2,2,,,44
,,,149,290,77,246,95,103,41,106,152,248,292,111,,,44
,AVERAGE,,,175,48,47,49,38,31,50,60,93,195,75,,,44
,CHATTANOOGA TENN,55 57,,,,,,,,,,,,,,,44
,,,6,5,15,10,6,4,15,15,17,9,9,7,,,44
,,,204,597,540,367,227,173,160,334,245,497,478,733,,,44
,AVERAGE,,134,259,175,142,115,111,85S,112,117,200,191,3038 308,,,44
,KNOXVILLE TENN,,,,,,,,,,,,,,,,44
,,,194,213,126,209,74,74,68,136,140,180,186,337,,,44
,,,163,184,116,115,74,63,60,103,107,180,173,266,,,44
,AVERAGE,,,,,,714 74,,,71,75,180,160,129,,,44
,nan,57,,,,,,,,,,,,,,,44
,,,4,2,2,2,3,2,2,2,3,2,2,2,,,44
,,,197,86,87,198,72,126,84,173,91,560,78,59,,,44
,AVERAGE,,137,74,85,126,47,94,69,144,74,322,72,55,,,44
,CH,,,,3,,6,1,13,22,17,19,22,14,,,44
,AVERAGE,,175,243,58,229,122,54,103,114,106,180,173,270 1048,,,44
,,,21,31,52,76,75,54,8,20,24,46,54,,,,44
,EA,,,,,,,,,,,,,,,,44
,,,267,414,293,341,191,151,166,252,333,618,426,381,,,44
,AVERAGE,,169,144,131,122 122,B1,80,92,133,156,234,214,188,,,44
,,,70,52,21,38,25,21,41,43,60,33,88,26,,,44
,SPRINGFIELD PEL,57,,,,,,,,,,,,,,,45
,,,,,160,83,35,32,108,72,71,115,212,125,,,45
,AVERAGE,,,,103,59,33,32,79,,61,74,212,63,,,45
,,,,,,38,32,32,64,72,51,34,212,,,,45
,EAST CHICAGO IND,,,,,,,,,,,,,,,,45
,AVERAGE,,137,124,173 173,177,85,96,84,132,154,185,123,131,,,45
,EVANSVILLE,57,,,,,,,,,,,,,,,45
,AVERAGE,,67,B87,37,77,40,40,42,43,62,53,19,,,,45
,FORT WAYNE,,,,,,,,,,,,,,,,45
,AVERAGE,,120,173,80,97,57,38,50,70,69,201,63,,,,45
,,,96,87,71,64,57,34,42,70,32,127,33,103,,,45
,,57,,,,,,,,,,,,,,,45
,AVERAGE,,,84,120,138,108,80,49,148,100,138,90,207,,,45
,,,,84,120,115,72,61,25,87,46,101,,67,,,45
,DETROIT MIC,56,,,,,,,,,,,,,,,45
,,,,175,,118,114,211,111,114,165,417,195,132,,,45
,AVERAGE,,,141,92,73,69,117,B82,76,,,,,,,45
,,,86,107,26,26,13,27,43,28,27,25,15,,,,45
,MICH,57,,,,,,,,,,,,,,,45
,,,2,2,2,2,2,3,,3,1,1,,,,,45
,AVERAGE,,85,128,67,69,110,80,,57,221,153,,,,,45
,,,,103,62,66,68,52,,,221,153,,,,,45
,AVERAGE,,43,63,30,27,33,,23,41,68,29,48,85,,,45
,,,35,38,30,7,32,15,17,17,50,29,38,69,,,45
,LA MIC H,57,,,,,,,,,,,,,,,45
,AVERAGE,,48,62,66,68,31,50,59,61,36,44,,54,,,45
,,,,,,50,,,58,33,36,36,47,44,,,45
,FL,,,,,,,,,,,,,,,,45
,AVERAGE,,77,126,62,73,141,93,69,,100,116,84,41,,,45
,,,73,63,62,61,141,,59,35,92,70,61,37,,,45
,Ci OHIO,95 57,,,,,,,,,,,,,,,45
,,,,,,,,5,10,10,,7,7,11,,,45
