Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,NEW YORK,,,35,,109,24,1,5,,18,24,25,28,32,54,,180
,PHILADELPHIA PA,,54,10,,52,14,1,1,7,10,13,14,15,15,19,,180
,WASHINGTON oc,,54 55,28,,26,6,,,1,1,1,4,7,15,20,,180
,LOUISVILLE KY,,54,6,,14,6,1,1,1,1,3,7,7,13,13,,180
,VA,,54,7,,65,22,1,1,1,19,,,26,29 29,29,,180
,,,,,,,13,,1,,,,,,,,,180
,TAMPA FLA,1154,54,8,,35,,1,,1,4,5,6,23,23,34,,180
,ATLANTA GA,,54,8,,25,10,1,1,1,4,8,9,17,17,23,,180
,CHICAGO PLL,,54,3,1,,5,,1,1,1,5,5,5,5,11,,180
,,,54 55,35,,119,34,1,15,23,28,33,36,45,48,60,,180
,,3154,54,3,,,,,,,,1,1,1,1,1,,180
,,,54 55,41,,119,29,1,1,,19,29,34,42,47,54,,180
,MiCH,,53,21,10,67,33,13,16,i7,19,31,36,44,57,60,,180
,,1754,54,11,,,77,2,10,32,44,91,101,107,112,138,,180
,,,53 54,32,2,172,48,10,16,19,30,36,44,,74,107,,180
,CINCINNATI OHIO,,54,60,,55,4,,,1,1,1,2,4,7,10,,180
,,,,4,19,37,26,,19,19,23,23,23,26,26,40,,180
,,,54 55,64,,55,5,,,,1,1,3,6,9,17,,180
,,2154,54,14,,17,6,,1,1,1,4,8,11,13,14,,180
,,3154,54,13,,19,8,,1,1,5,8,8,12,13,18,,180
,,,54,20,1,56,17,2,8,12,13,16,17,19,23,26,,180
,,,54,107,,56,7,,,1,1,4,7,10,13,18,,180
,,,55,4,,37,26,,19,19,23,23,23,26,26,40,,180
,,,54 55,111,,,8,,,1,1,4,7,11,15,i9,,180
,,,54,,,8,2,,,1,1,1,4,4,6,8,,180
,NEW ORLEANS LA,,54,4,,13,4,,1,1,1,1,1,2,2,13,,180
,FT WORTH TEXAS,,54,5,,8,2,,,1,1,1,1,4,,8,,180
,,,54,2,,,,,,1,1,1,1,1,1,1,,180
,HOUSTON TEXAS,,54,17,,99,24,,5,7,11,19,20,21,36,49,,180
,TEXAS,,54,2,1,16,8,,,1,1,1,1,1,17,17,,180
,SALT LAKE,2154,54,5,,26,5,,,1,1,1,1,1,1,26,,180
,ANCHORAGE ALASKA,,54,27,,275,17,,1,2,4,5,7,il,14,19,,180
,CALIF,,54,19,5,125,,10,,20,26,34,36,54,,82,,180
,LOS ANGELES,,,,,,42,,14,,,,,,71,,,180
,PASADENA CALIF,,54 55,28,,77,32,1,,15,20,29,36,47,49,64,,180
,BERKELEY,,54 55,35,,110,33,10,13,18,22,26,36,44,52,72,,180
,SAN JOSE CALIF,,54 55,34,,70,22,3,8,13,16,19,21,29,32,46,,180
,PORTLAND OREGON,,54,19,,33,14,1,6,9,ii,13,14,16,19,31,,180
,,,54,10,,37,29,13,23,26,29,32,33,3,36,38,,180
,,,54,15,,178,25,1,1,7,7,14,18,28,29,49,,180
,,,54,10,19,55,30,19,24,25,26,29,31,3,34,36,,180
,,,54,54,,178,23,1,7,12,,19,25,30,32,36,,180
