Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,,2,2,4,5,3,3,3,4,1,4,3,2,,,74
,,,4,8,8,11,6,3,1,5,2,13,13,13,,,74
,AVERAGE,,2,1,1,3,1,1,1,1,2,,1,9,,,74
,,55,,,,,,,,,,,,,,,74
,,,1,2,4,1,1,2,2,4,,2,2,1,,,74
,AVERAGE,,5,5,1,3,2,2,2,3,3,4,3,4,,,74
,,,5,4,,3,2,1,2,1,3,4,3,4,,,74
,,55,3,3,3,1,2,3,3,2,2,1,1,2,,,74
,,,,,,,,,,,,,12,,,,74
,AVERAGE,,2,3,1,1,3,2,2,2,2,34,12,2,,,74
,,,2,3,1,1,2,1,2,2,2,34,12,1,,,74
,,55 56,,,,,,,,,,,,,,,74
,,,3,3,3,5,1,,1,2,1,,1,2,,,74
,AVERAGE,,,,,,,,1,,5,,2,3,,,74
,J,55 56,,,,,,,,,,,,,,,74
,,,1,1,16,11,1,1,1,3,,2,,1,,,74
,AVERAGE,,,,7,3,,1,1,3,,,,1,,,74
,,,1,1,1,1,,1,1,3,,,,1,,,74
,,56,2,3,3,2,,1,1,2,3,2,,2,,,74
,AVERAGE,,1,1,3,3,,1,,,1,1,,1,,,74
,,,1,1,1,2,,,,,,,,1,,,74
,,55 56,,,,,,,,,,,,,,,74
,,,,,2,4,,,1,,,1,,,,,74
,,,,,1,1,,,1,,,,,,,,74
,AVERAGE,,,,1,,,,1,,,,,,,,74
,,55 56,,,,,,,,,,,,,,,74
,AVERAGE,,2,2,3,6,,,2,,,3,3,3,,,74
,,,2,1,3,6,,,1,,,3,3,2,,,74
,,55 56,,,,,,,,,,,,,,,74
,,,2,3,4,4,,2,2,,1,,1,2,,,74
,AVERAGE,,,,,,,,,,,,,1,,,74
,OF,54 56,,,,,,,,,,,,,,,74
,AVERAGE,,,18,2,2,3,8,8,132,14,10,3,28,,,74
,,,8,2,2,,3,1,1,1,5,1,1,1,,,74
,,54 56,,,,,,,,,,,,,,,74
,,,14,24,28,25,16,a2,30,30,31,35,44,48,,,74
,AVERAGE,,4,3,,2,,1,3,3,4,3,3,4,,,74
,,,1,,,1,,,,,1,,,,,,74
,,56,,,,,,,,,,,,,,,74
,AVERAGE,,,6,5,,3,,,3,2,3,2,,,,74
,,,,6,5,3,3,,,3,1,3,2,,,,74
,,55 56,,,,,,,,,,,,,,,74
,AVERAGE,,,,,,1,,2,2,1,,1,,,,74
,,56,,,,,,,,,,,,,,,74
,,,,4,,1,1,2,,9,5,1,,2,,,74
,AVERAGE,,,4,,,,,,3,1,1,,2,,,74
,,,,,,1,,,,,,1,,2,,,74
,,56,,,,,,,,,,,,,,,74
,AVERAGE,,3,,1,1,2,2,7,,,1,2,1,,,74
,,56,,,,,,,,,,,,,,,74
,,,3,3,3,,,3,2,,2,2,2,1,,,74
,,,3,3,4,,,11,3,,3,3,,3,,,74
,AVERAGE,,,,,,,4,2,,3,2,3,3,,,74
,,,2,2,3,,,1,1,,3,1,2,3,,,74
