Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,1155,55,21,,20,6,,1,1,1,6,,10,12,15,,188
,,,54,43,,29,8,,1,5,5,6,,12,14,21,,188
,,,,13,5,30,9,4,5,5,5,8,8,,10,22,,188
,,,55,10,,30,8,,1,1,1,7,9,,17,19,,188
,,,54,23,,30,9,1,4,5,5,8,9,,10,22,,188
,,,54,5,,50,10,,,1,1,1,1,2,,52,,188
,,,54,40,,50,10,1,2,5,5,7,,10,20,22,,188
,,,,31,,30,7,,1,1,1,6,,10,13,19,,188
,,,54 55,71,,50,8,,,4,5,6,,10,15,21,,188
,,,57,18,3,10,5,3,3,4,4,4,5,5,6,7,,188
,VA,,54,11,,3,,,,,1,1,1,1,2,2,,188
,,,55,16,,100,6,,,,,1,1,1,1,1,,188
,,,55,27,,,,,,,,,,,,,,188
,,,54,,,100,4,,,,,1,1,1,1,2,,188
,TAMPA FLA,,55,31,,9,1,,,,1,1,1,1,3,4,,188
,ATLANTA GA,,56,26,,100,15,,1,1,3,6,,10,22,41,,188
,CHATTANOOGA TENN,,55,14,,25,6,,1,1,3,4,4,,10,19,,188
,,,55 56,18,,30,6,1,1,2,3,5,6,8,,10,,188
,,,55 56,32,,,,,,,,,,,,,,188
,,,,,,30,6,,1,2,3,4,5,,10,19,,188
,CHICAGO,1154,,4,,3,1,,,,1,,1,,1,3,,189
,,,55,28,,100,16,1,5,8,9,9,10,20,21,22,,189
,,,54 55,32,,100,14,1,1,5,8,9,10,19,21,22,,189
,,,,,,,8,3,4,,5,6,7,9,10,17,,189
,,2154,54,30,1,40,,,,4,,,,20,22,,,189
,,2155,5,26,,100,18,4,6,8,9,10,15,,,25,,189
,,,54,36,,100,13,3,4,6,7,9,10,10,20,22,,189
,,,54,3,,1,,,,,,1,1,1,1,1,,189
,,4755,35,,,100,22,1,5,7,9,10,21,30,32,52,,189
,,,54,37,,40,7,1,1,3,4,5,6,8,10,15,,189
,,,,,,100,19,1,6,7,9,10,19,21,25,41,,189
,,,,83,,,,,,5,7,,10,19,2i,32,,189
,,,54 55,120,,100,15,1,4,,,9,,,,,,189
,EAST LOUIS PEL,,55 56,15,,40,11,4,4,5,5,8,9,10,21,32,,189
,,,55 56,14,,10,2,,,1,1,1,3,4,4,9,,189
,,,55 56,29,,40,7,,1,3,4,4,5,8,9,21,,189
,EAST CHICAGO IND,,56,19,,200,24,3,4,5,7,10,20,21,29,32,,189
,,,,,,,,,,,,,,30,,,,189
,,,55 56,26,,60,22,5,7,9,10,20,22,,38,41,,189
,,,55 56,21,,20,10,1,3,4,5,8,10,19,20,21,,189
,,,55 56,20,,80,17,,1,3,4,5,9,20,22,67,,189
,,,55 56,86,,200,18,1,4,,7,10,20,21,29,39,,189
,,,53 54,32,,80,,,,1,1,1,2,3,5,8,,189
,,,,,,,4,,,,,,,,,,,189
,CINCINNATI OHIO,,54,73,,1415,7,,1,1,2,3,4,5,6,17,,189
,,,595,27,,120,31,1,1,5,9,21,28,44,67,76,,189
,,,54 55,100,,120,14,,1,1,3,4,5,,21,46,,189
,,,54,20,,43,5,,,1,1,2,3,3,4,6,,189
,,,54,22,,12,,,,,1,1,1,1,2,3,,189
,,,,,,,1,,,,,,,,,,,189
,,5154,54,28,,26,2,,,,1,1,1,2,3,4,,189
,,,54,143 43,,115,5,,,1,1,1,2,3,5,10,,189
,,,55,27,,120,31,1,1,5,9,21,28,44,67,76,,189
,,,54,170 70,,120,9,,,1,1,2,3,5,9,29,,189
,YOUNGSTOWN OHIO,,57,12,4,10,6,4,4,5,5,6,6,6,7,9,,189
,MILWAUKEE wis,,57,19,3,11,6,3,4,4,5,5,6,7,8,9,,189
,MO,,54 56,25,,60,4,,,,1,1,1,1,4,7,,189
,,3154,54,6,,,,,,,,1,1,1,1,1,,189
,,,55 56,9,,,,,,,,1,1,1,1,1,,189
,,,54 56,40,,60,2,,,,,1,1,1,1,5,,189
,ST,,55 56,23,,80,15,1,6,7,8,9,10,10,,39,,189
,NEW ORLEANS LA,,54,26,,10,1,,,1,1,1,1,2,3,5,,189
,,,54 55,24,,4,,,,,,1,1,1,3,3,,189
,,,54 55,50,,10,1,,,,1,1,1,2,3,4,,189
,FT WORTH TEXAS,,54 55,32,,10,,,,,,1,1,1,1,4,,189
,,,,,,,,,,,,,,,,1,,189
,LAKEWORTH TEXAS,,54,6,,3,,,,,,1,1,,1,,,189
,HOUSTON TEXAS,,54,26,,35,4,,,1,1,,3,4,5,9,,189
,,1455,55,56,,90,12,,1,1,2,5,,10,21,41,,189
,,,54 55,82,,90,,,,,1,3,5,8,15,32,,189
,BELLAIRE TEXAS,,54,21,,20,5,,1,2,4,4,5,5,9,10,,189
,,,55,14,,10,1,,,,1,1,1,3,3,5,,189
,,,54 55,35,,20,3,,1,1,1,3,4,5,5,10,,189
,,,,,,,,,,,,,20,20,,22,,189
,DENVER COL,,54 55,23,,50,,1,9,9,10,10,,,21,,,189
,,3154,54,3,2,3,2,,2,2,2,3,3,3,3,3,,189
,,,54 55,26,,50,13,2,3,9,9,10,19,20,21,22,,189
,SALT LAKE UTAH,,54 55,31,,70,,,1,3,5,6,8,9,20,21,,189
,ANCHORAGE ALASKA,,54 55,42,,7,,,,,1,1,1,1,2,5,,189
,Los,,54,19,,17,2,,,,1,1,1,1,6,8,,189
,SAN FRANCISCO CALIF,,55 56,32,,60,2,,,,1,1,1,1,1,3,,189
,,,,23,,14,1,,,,1,1,1,1,2,4,,190
,,,,21,,6,2,,,1,1,2,3,3,4,5,,190
,,,56,4,,10,6,,1,1,6,6,6,8,8,10,,190
,,,54 56,48,,14,2,,,1,1,1,2,3,4,5,,190
,,,54 55,35,,8,2,,,1,1,2,3,4,5,6,,190
,SAN,,54,27,,5,,,,,,1,1,1,1,1,,190
,,1755,,12,,11,3,,1,1,2,2,2,3,5,,,190
,,,56,20,,13,2,,,,1,1,1,3,4,6,,190
,,,54 56,59,,13,1,,,,,1,1,1,3,5,,190
,SAN,,55,8,,50,14,1,7,7,8,9,10,10,10,22,,190
,,,56,22,,30,11,1,5,7,9,9,10,10,21,22,,190
,,,,30,,,,,,,,,,,,,,190
,,,a5 56,,,50,12,1,5,7,9,9,190,10,21,22,,190
,,,54,20,,10,2,,,1,1,1,2,3,5,9,,190
,,,55,19,,30,5,,1,1,3,4,4,5,,9,,190
,,,54 55,39,,30,3,,,1,1,2,3,5,7,9,,190
,,,54,,,16,2,,,1,1,1,1,2,2,12,,190
,,,54,10,,20,9,1,3,4,6,9,10,10,12,,,190
,,,,,,,,,,,,,,,,21,,190
,,,54,10,,14,4,1,1,3,3,4,4,6,6,7,,190
,,,54,35,,20,4,,1,1,1,2,3,6,8,11,,190
,,,55,19,,30,5,,1,1,3,4,4,,7,9,,190
,,,54 55,74,,30,4,,1,1,1,2,4,5,8,10,,190
,,,57,20,,9,4,2,3,3,4,,,,,,,190
,,,,,,,,,,,,4,4,5,6,,,190
