Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,EAST CHICAGO,,,19,,4300,629,,,,119,171,186,223,,,,216
,,,55 56,26,,1300,244,15,31,90,108,163,186,245,302,352,,216
,,,55 56,21,,1470,211,15,44,66,72,83,90,122,155,,,216
,,,55 56,20,,5000,336,22,31,55,59,63,83,108,171,223,,216
,,,55 56,86,,5000,343,21,44,66,77,104,142,182,294,659,,216
,CINCINNATI,,55,22,,2400,576,15,63,129,186,320,408,4595,,,,216
,,,57,,53,320,128,53,58,90,108,115,122,129,205,223,,216
,,,,19,,140,45,,,1,,53,56,63,83,129,,216
,,,,21,,90,30,,10,10,21,29,31,,43,53,,216
,MO,,55 56,18,25,2900,238,31,39,42,53,63,75,90,99,223,,216
,,,55 56,9,,140,24,1,3,5,,10,10,10,20,22,,216
,,,55 56,27,,2900,167,,10,22,37,44,58,75,99,155,,216
,,,55 56,23,,420,144,44,63,79,86,108,142,198,223,294,,216
,NEW ORLEANS LA,,54 55,24,,100,14,,1,1,2,3,6,,10,63,,216
,,,54,22,,430,30,,,1,1,5,,10,29,44,,216
,,,54,46,,430,22,,,1,1,5,,10,21,44,,216
,,,55,24,,40,8,,,1,,,5,,10,31,,216
,,1154,,,,,,,,,,,,,,,,216
,,,54,56 8,,110,32,1,1,1,5,6,,22,22,119,,216
,,,,,,300,52,,10,20,24,31,49,54,62,129,,216
,,,54 55,64,,300,49,5,,13,22,29,46,54,62,129,,216
,BELLAIRE TEXAS,,54,31,,94,25,1,3,6,,12,13,22,44,85,,216
,,,54 55,23,6,290,79,10,29,31,so,58,63,,,iss,,216
,,,54 55,30,8,260,66,,,29,42,53,61,,,146,,216
,ANCHORAGE ALASKA,,,,,,,,,,,,,,,,,216
,,,54 55,21,,642,72,1,1,,10,19,22,44,63,186,,216
,,,55,,,30,5,,,,1,1,1,,10,20,,216
,,,56,15,,60,11,1,1,3,4,5,6,,10,44,,216
,,,55 56,32,,60,,,,1,1,3,4,,10,22,,216
,,,56,20,,70,33,,10,27,28,30,31,44,,63,,216
,,,54 56,26,,690,67,7,,19,,,,,,,,216
,,,,,,,,,,,22,37,44,49,63,90,,216
,,,56,30,10,,160,39,49,57,63,79,90,129,155,489,,216
,,1154,54,,760,760,760,,,,,789,789,789,789,789,,216
,,,55,19,10,890,243,22,44,63,90,155,186,302,383,605,,216
,,,54,20,10,,269,22 22,44,63,90,155,285,320,550,659,,216
,,,57,20,46,170,78,55,58,61,66,72,78,84,90,,,216
