Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,1755,,14,40,440011544,,44,459,550,724,,,,,,,215
,,,56,22,60,,,63,129,22,421,,,,,,,215
,,,55 56,36,40,,,63,186,408,,,,,,,,215
,,1755,55,23,,46,16,,1,,7,13,20,22,29,41,,215
,EVERETT,,,,,,,,,,,,,,,,,215
,MASS,1755,55,26,,1100,128,7,9,10,20,41,96,108,124,223,,215
,,,55 56,20,7,290,72,9,10,18,29,44,63,90,,,,215
,,,55 56,23,,180,54,9,15,17,22,37,53,69,75,146,,215
,,,55 36,19,ii,350,80,13,22,26,37,49,53,75,129,,,215
,PERTH AMBOY,,55 56,21,,2100,,6,20,26,34,41,44,63,129,,,215
,TRENTON,,55 56,16,,380,74,5,,18,29,37,42,44,155,171,,215
,JERSEY CITY,,55 56,22,3,699,82,4,,26,31,41,53,,108,146,,215
,NEW YORK,,55 56,20,16,4600,998,41,83,108,171,205,223,,,4009,,215
,,,54 55,18,6,4300,371,22,31,34,63,129,198,,,320,,215
,,,54 56,38,6,4600,693,29,37,83,129,186,208,267,867,1946,,215
,PA,,,94,,370,57,12,16,23,28,32,39,60,,129,,215
,,,56,,14,180,73,15,31,37,44,75,83,,108,129,,215
,,,55 56,105,,370,58,13,17,25,29,34,46,68,90,129,,215
,,,56,,3,2800,430,3,16,17,18,53,75,32,659,945,,215
,,,56,9,,260,71,1,22,26,34,37,37,53,119,129,,215
,,,56,11,,160,65,1,9,22,49,63,75,,119,129 129,,215
,,7,56,,,4400,466,1,26,31,44,53,83,,155,267,,215
,,,,94,,370,57,12,16,,28,32,39,60,86,129,,215
,,,54,53,,4400,227,9,22,33,44,53,75,,125,267,,215
,,,56,147,,4400,118,12,17,25,31,38,,74,108,150,,215
,,,,13,,110,36,1,20,20,21,29,31,41,44,75,,215
,PA,,55 56,is,,580,84,,,12,16,18,53,60,63,223,,215
,CHESTER PA,,55 56,i8,,,,,,18,,,,,,,,215
,,,,,,390,105,6,17,,31,44,58,75,155,320,,215
,ERIE PA,,56,25,,100,32,1,9,10 10,i9,28,31,44,58,83,,215
,,,56,21,,550,136,22,29,31,56,75,90,155,267,320,,215
,PA,,56,23,,130,43,5,19,22,29,41,47,53,60,90,,215
,,,55 56,17,10,140,45,20,22,31,39,42,43,47,53,63,,215
,LOUISVILLE KY,1,54 54,17,,540,60,,1,1,7,9,a2,,90,142,,215
,,,55,,12,170,66,13,,29,31,58,63,75,119,155,,215
,,,54 55,38,,540,63,1,8,,27,30,56,69,90,146,,215
,,2154,54,13,,,42,1,6,6,10,26,29,31,53,,,215
,,2155,55,10,6,100,50,6,20,22,31,44,63,75,83,90,,215
,,,54 35,23,,180,46,1,6,19,22,29,44,58,75,108,,215
,,,54,31,,,51,,1,,7,20,,,,,,215
,,,,,,,,,,2,,,27,31,63,146,,215
,,,55,31,6,170,61,i3,21,28,31,57,63,75,90,129,,215
,,,54 55,62,,540,56,1,6,15,26,29,49,61,86,142,,215
,,,,,,,61,1,41,44,49,53,63,75,83,108,,215
,CHARLESTON VA,,55,16,,40,13,1,7,8,8,9,10,19,21,22,,215
,,,55,21,,70,16,,1,6,7,10,13,20,22,31,,215
,ATLANTA GA,,55,16,4,3200,374,7,22,44,58,69,90,186,459,659,,215
,CHATTANOOGA TENN,,55,,,,,,,,,,,,,,,215
,,,,14,,68,27,1,6,9,19,21,22,44,49,63,,215
,,4155,,17,10,170,,10,19,22,31,42,44,5,119,129,,215
,,,55 56,18,4,170,53,10,19,,29,39,44,5 53 4,63,129,,215
,,,55,31,,170,43,6,10,19,21,31,42,49,58,119,,215
,,,55 56,32,,170,42,4,9,19,21,29,41,46,58,119,,215
,CHICAGO,,55,28,10,1900,246,21,42,58,75,108,,178,285,,,215
,,,,,,,,,,,,,267,,,,,215
,,,,20,30,4900,588,44,53,90,129,238,,383,,,,215
,,4155,55,29,7,4700,838,10,38,43 43,90,155,267,,,,,215
,,,35,77,7,4900,558,21,41,58,90,145,223,309,,,,215
,,,55,717 77,7,4900,558,21,41,58,90,145,223,309,,,,215
,EAST PEL,,55,15,70,3500,687,90,108,129,142,186,294,383,,,,215
,,2155,55 56,14,20,710,152,22,29,31,83,90,,,,,,215
,,,,,,,,,,,,,119,142,,,,215
,,,56,29,20,3500,429,29,75,90,119,,,186,,,,215
