Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,56,13,54,575,236,59,104,138,159,255,268,2680,301,427,,33
,,,55 56,35,54,S75,227,90,120,183,200,232,254,275,297,371,,33
,,,55,,,232,96,23,39,,68,76,108,138,152,197,,33
,,,,,8,,,,,44,,,,,,,,33
,,4156,56,9,21,267,119,22,33,44,68,120,120,149,159,243,,33
,,,56,57,8,267,99,23,33,44,68,78,110,141,156,211,,33
,,,,8,52,235,111,55,59,59,76,90,120,138,138,159,,33
,,,35,107,8,500,156,40,69,92,117,144,1653,202,237,280,,33
,,,56,33,21,575,204,44,90,115,143,183,243,265,301,390,,33
,,,57,8,52,235,,55,59,59,78,90,120,138,138,159,,33
,,,55 57,148,8,575,164,42,71,94,118,145,169,213,249,304,,33
,ILL,,55,19,73,616,242,129,145,159,183,232,243,268,322,399,,33
,,,56,30,68,414,167,90,101,109,115,126,,197,243,322,,33
,,,55 56,49,68,618,196,94,109,120,138,167,197,235,273,355,,33
,,,55,18,26,4281139 428,139,33,75,78,90,104,126,138,159,301,,33
,,2156,56,32,21,167,69,25,36,44,54,61,68,78,90,138,,33
,,,55 56,,21,428,94,29,40,54,66,75,84,99,,171,,33
,,,55,37,,618,192,,,,,,,,,,,33
,,,,,26,,,73,84,120,134,154,183,243,294,371,,33
,,,,,,414,116,36,51,66,60,96,110,125,175,243,,33
,,,55 56,99,21,618,145,40,64,78,96,115,132,164,219,,,33
,,,57,20,,212,73,31,35,38,49,59,68,78,112,138,,33
,IND,,55,10,82,280,176,84,90,104,120,163,211,243,255,268,,34
,,,56,15,78,361,166,90,120,138,143,154,159,18653,211,243,,34
,,,57,20,32,360,151,78,86,95,104,120,149,163,211,243,,34
,,,55 57,45,32,361,161,82,90,108,126,149,165,197,224,268,,34
,,,55,10,42,490,178,44,68,84,90,120,138,159,322,371,,34
,,,,15,82,363,154,94,97,104,109,,145,159,183,322,,34
,,,,,,,,,,,90,,120,138,183,243,,34
,,2157,,22,49,284,119,53,57,68,,104,,,,294,,34
,,,57,47,42,490,143,57,68,90,102,115,132,152,211,,,34
,,,,14,45,218,103,51,64,68,82 82,86,90,129,138,183,,34
,,,54,,42,448,153,44,73,90,104,129,138,171,211,280,,34
,,,S7,i8,30,293,,,78 78,90,104,115,129,145,152,is3,,34
,,,55 57,51,30,448,128,,68,80,94,114,129,146,171,232,,34
,,,55,,39,230,92,44,48,,,90,104,109,115,120,,34
,,,,,,,,,,59,71,78,97,112,,,,34
,,,56,19,26,285,104,44,54,,,,,,,294,,34
,,4157,57,20,28,3131138 313,138,29,38,59,68,104,120,222,243,,,34
,,,55 57,50,26,313,115,38,,58,68,90,106,118,183,243,,34
,,,55,45,39,490,133,51,64,81,a7,107,117,149,2ii,268,,34
,,,,68,26,448,142,56,75,92,104,120,145,162,183,262,,34
,,,57,80,28,360,132,51,61,80,97,,,153,211,262,,34
,,,S7,193,26,490,136,,67,83,98,113,132,156,199,264,,34
,,,,,,,,,,,,,56,71,78,90,,34
,EVANSVILLE INO,,57,25,19,190,59,33,38,42,44,,,,,,,34
,FORT WAYNE IND,,57,28,32,282,102,38,53,57,68,84,99,120,138,202,,34
,,,57,26,25,348,120,64,71,82,90,104,120,138,164,173,,34
,,,56,30,60,344,119,68,85,92,98,104,110,116,129,1863,,34
,,,56,33,13,417,72,24,,29,44,49,59,68,84,138,,34
,,,,,38,270,102,44,57,68,81,90,104,112,120,175,,34
,,4157,57,23,,,,,,,,,,,,,,34
,,,,63,13,417,94,26,44,,67,85s,95,104,116,183,,34
,,,57,23,38,270,102,44,57,68,81,90,104,112,120,175,,34
,,,56,86,13,417,96 96,26,46,59,71,86,96,107,119,i73,,34
,,,57,18,51,221,95,54,59,61,64,68,78,120,138,152,,34
,,,,,,101,,16,26,31,34,36,38,59,68,78,,34
,,,57,25,7,,44,,,,,,,,,,,34
,,,,26,25,101,53,33,35,37,44,,61,64,68,75,,34
,,,57,26,35,200,87,51,59,64,68,78,85,90,120,138,,34
,OHIO,,55,22,24,235,115,38,,68,84,104,138,159,183,211,,34
,,11564,54,43,33,,142,48,71,80,87,126,152,173,197,291,,34
,,1157,57,26,21,186,115 82,293 29,38,,62,71,84,95,120,159,,34
,,,57,,21,5451119 545,,37,54,68,79,90,125,156,178,211,,34
,,,55,91,,,,,,,,,,,,,,34
,,,56,20,52,276,136,59,78,86,104,129,138,159,,243,,34
,,,57,26,35,490,145,46,,59,a4,104,132,149,183,280,,34
,,,56 57,46,35,490,141,,,80,90,123,135,,183,255,,34
,,1157,57,26,49,3141145 314,145,68,78,104,112,126,145,159,211,243,,34
,,,,26,38,291,119,59,68,76,84,110,120,143,159,,,34
,,1157,57,29,26,307,109,42,59,73,,107,112,120,138,183,,34
,,,,,32 32,256,62,,40,48,53,,68,75,104,183,,34
,,,57,26,,,,36,,,,,,,,,,34
,,,,,,,,,48,,,,,,,,,34
,,,57,26,32,933,105,42,48,55,59,84,96,101,138,is3,,34
,MILWAUKEE wis,,57,25,9,170,76,41,46,,61,66,78,95,104,,,34
,RACINE wis,,57,23,15,212,67,27,38,44,61,66,70,74,78,99,,34
,,1157,57,26,6,183,72,33,41,46,49,55,68,84,104,138,,34
,DES MOINES,,,,,,,,,,,,,,,,,34
,,,,,,,,,,90,112,120,129,138,159,,,34
,,,55,10,35,285,134,38,78,,,,,,90,,,34
,,1157,57,,41,170,86,44,51,,,68,84,90,,159,,34
,,,55 57,16,35,265,,44,59,68,82,90,120,138,149,,,34
,,,56,25,20,149,51,30,32,35,38,42,44,,58,90,,34
,,,,10,35,285,134,38,78,90,112,120,139,138,159,243,,34
,,,56,25,20,149,,30,32,35,38,42,44,,58,90,,34
,,,57,8,41,170,86,44,,51,59,68,84,90,90,159,,34
,,,55 57,43,20,265,77,31,36,40,44,56,64,84,120,152,,34
,,,,,,,,,29,,,,40,,,49,,34
,WICHITA KANSAS,,57,26,,61,37,24,29,32,34,37,,42,46,,,34
,,,55,69,25,397,85,35,45,50,,67,75,88,120,,,34
,,,56,46,40,446,103,,63,71,717 77,85,95,104,138,165,,34
,,1757,57,26,9,1681,67,25,33,44,49,64,71,78,97,120,,34
,,,55 57,141,9,446,87,36,47,55,64,73,82,95,122,155,,34
,,1157,57,25,20,2680,75,41,46,,59,64,68,78,90,129,,34
,,2155,,35 16,61,2981132 298,132,68,35 78,97,104,,,145,,,,35
,,2156,,33,68,497 4971161,161,82,93,,102,114,129,171,232,322,,35
,,2157,57,,,,96,33,49,64,73,82,88,97,143,154,,35
,,,,26,28,301,,,,,,,,,,,,35
,,,55 57,75,28,497 4971132,,61,76,86 86,94,103,116,143,167,,,35
,,,55,19,15,300,59,16,17,23,24,29,31,54,59,120,,35
,,4156,56,16,25,138,,26,28,33,35,38,,59,97,,,35
,,,56,35,15,300,,,23,26,29,35,44,57,78,120,,35
,,,55,35,15,300,92,17,24,31,56,73,97,116,145,,,35
,,,56,,,497 4971127,127,33,S1,,94,100,107,120,171,262,,35
,,,,49,25,,,,,82,,,,,,,,35
,,,57,26,28,301,96,33,49,64,73,82,88,97,143,154,,35
,,,55 57,110,15,497,109,26,36,59,78,91,101,117,149,232,,35
,,,55,26,59,302,155,90,96,104,115,1332,167,183,222,243,,35
,,,56,43,37,7il,178,78,97,115,129,146,164,183,2332,347,,35
,,,,25,22,271,115,44,80,88,95,108,116,1368,152,211,,35
,,,55 57,94,22,,,68,90,101,115,130,147,172,211,,,35
,,2155,,,,,,,,,,,202,,280,,,35
,,,55,25,8s,503,208,109,i120,138,152,192,,,,371,,35
,,2156,56,41,66,745 7451192,192,82,96,,131,154,177,200,262,371,,35
,,,55 56,66,66,745 7451198,198,90,104,125,138,159,191,206,268,355,,35
,,,55,31,59,503,181,92,104,117,132,159,i90,208,237,312,,35
,,,56,B4,37,745,185,8a,96,114,131,147,167,195,243,,,35
,,,57,25,22,271,115,44,80,88,95,108,116,138,152,,,35
,,,,160,22,745,173,81,95,108,125,141,163,192,227,310,,35
,,1755,55,15,38,,141,51,68,90,97,112,120,138,211,,,35
,,,,,,437,,,,,,,,,,,,35
,,,56,17,7,109,56,17,22,25,38,59,68,84,90,97,,35
,,,55 56,32,7,437,96,22,33,51,68,a4,90,101,120,211,,35
,,,,ii,42,578,161,44,48,51,97,112,120,183,347,371,,35
,,,56,15,36,540,140,59,62,68,84,126,132,159,183,243,,35
,,,55 56,26,36,578,187,48,59,68,90,112,132,189,211,347,,35
,,,57,26,31,158,67,33,40,45,48,54,64,78,95 951104,104,,35
,,1157,57,26,24,175,,35,38,43,45,48,50,59,71,78,,35
,,,,,,90,,,,,,,,,,,,35
,,1157,,24,17,90,38,16,25,28,34,36,38,43,51,68,,35
,so,1157,57,26,5,75,38,22,24,28,30,38,43,46,51,59,,35
,ARK,1157,57,26,24,174,58,27,268,33,40 40,44,48,50,86,104,,35
,NEW ORLEANS LA,,55,19,21,144,62,22,28,38,44,54,56,82,901104 90,104,,35
,,2156,56,20,16,95,47,,,,40,,,,,78,,35
,,,,,,,,25,29,38,,42,44,49,,,,35
,,,55 56,39,16,144,54,25,28,38,41,44,49,,,,,35
,,,55,25,38,228,99,44,62,78,86,96,101,,120,197,,35
,,3186,56,21,27,558,143,38,59,73,90,120,129,138,183,301,,35
,,,,26,24,416,113,38,42,59,73,86,112,126,159,211,,35
,,,57,,24,558,117,39,,70,83,96,110,124,,222,,35
,,,55,44,21,228,83,28,41,53,65,82,90,100 100,110,138,,35
,,,56,41,16,558,96,28,38,42,49,64,78,104,129,183,,35
,,,,26,24,416,113,38,42,59,73,86,112,126,159,,,35
,,,55 57,111,16,558,95,28,40,48,59,78,90,106,126,190,,35
,,,,,,,,,,,,,,,159,,,35
,,,57,24,35,315,129,,78,,104,110,117,138,159,268,,35
,,1157,57,22,61,410,180,78,B86,99,138,159,183,211,280,322,,35
,,1157,57,20,8,67,26,8,17 17,21,23,24,25,28,33,42,,35
,,,,26,39,196,84,48,54,64,70,76,B84,90,112,129,,35
,,,56,45,21,327,80,31,39,44,53,58,64,90,101,,,35
,,,55 56,71,21,327,82,33,43,52,57,65,75,90,104,138,,35
,,,,9,16,73,35,16,,18,,25,25,44,,59,,35
,,,55,30,37,405,112,42,,698,78,87,97,120,,211,,35
,,1156,56,36,,214,68,22,29,40,44,56,68,86,104,126,,35
,,,55 56,66,12,405,88,29,40,,59,73,87,98,125,154,,35
,,2157,,26,20,284,61,28,34,38,41,51,73,90,104,152,,35
,,,55,30,37,405 4051112,112,42,59,68,78,87,97,120,152,,,35
,,,56,36,12,214,68,22,29,40,44,56,68,86,104,126,,35
,,,57,26,20,284,,298,34,38,41,,73,90,104,152,,35
,,,55 57,92,12,405,86,27,38,43,57,68,83,96,125,156,,35
,,1755,55,16,16,143,61,38,41,48,,54,,59,68,90,,35
,,,56,7,39,222,106,41,41,44,,78,78,159,183,,,35
,,,56,23,16,222,714,38,43,46,,56,59,68,90 901159,1s9,,35
,,,,25,17,147,70,36,40,46,,57,68,90,104,132,,35
,,,57,26,16,79,43,,23,24,30,41,47,50,70,74,,35
,,,57,28,17,187,70,19,36,40,46,54,64,78,109,1368,,35
,TEXAS,1157,57,26,,717 77,29,16,17,22,23,25,28,31,38,48,,35
