Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,,,,,,,,,,,,,181,,,165
,,,,,3,1,2,3,2,1,1,3,2,3,2,,,165
,,AVERAGE,,,5,7,6,5,,7,6,7,2,4,,,,165
,,,54 56,,,,,,,,,,,,,,,165
,,AVERAGE,,6,10,4,1,4,3,5,4,7,7,,,,,165
,,MUM,,6,,4,,,,3,,2,3,,,,,165
,,,54 55,,,,,,,,,,,,,,,165
,,AVERAGE,,2,5,7,6,10,6,3,5,4,5,3,3,,,165
,,MUM,,,2,,,,,,,,,,,,,165
,,,57,,,,,,,,,,,,,,,165
,,AVERAGE,,8,6,13,17,13,5,5,7,6,,,,,,165
,,VA,54 55,,,,,,,,,,,,,,,165
,,AVERAGE,,,30,25,39,10,23,35,90,90,26,,120,,,165
,,MUM,,,30,6,,,,30,90,90,2,,120,,,165
,,TAMPA FLA,54 55,,,,,,,,,,,,,,,165
,,AVERAGE,,,1,6,1,,2,,3,1,2,,,,,165
,,GA,,,,,,,,,,,,,,,,165
,,ATLANTA,54 56,,,,,,,,,,,,,,,165
,,AVERAGE,,30,10,15,6,8,3,2,3,,20,5,4,,,165
,,I MUM,,30,8,3,,2,3,,3,,20,5,4,,,165
,,CHATTANOOGA TENN,55 56,,,,,,,,,,,,,,,165
,,AVERAGE,,,,,,,,,,,,,,,,165
,,,,,16,le,9,68,,45,6,54,32,,151,,,165
2,,,,,,,,,,,,,,,,,,165
,,CHICAGO ILE,54 55,,,,,,,,,,,,,,,165
,,AVERAGE,,10,22,4,13,13,12,11,9,27,19,13,18,,,165
,,EAST,55 56,,,,,,,,,,,,,,,165
,,AVERAGE,,4,3,13,8,7,8,10,8,6,4,6,5 5,,,165
,,EAST CHICAGO,55 56,,,,,,,,,,,,,,,165
,,AVERAGE,,17,9,21,17,49,17,14,5,19,20,6,6,,,165
,,MUM,,4,,4,7,is,2,2,,5,8,,,,,165
oe,,,,,,,,,,,,,,,,,,165
23,,,,,,,,,,,,,,,,,,165
aun,,DETRO I,53 54,,,,,,,,,,,,,,,165
,,AVERAGE,,,54,124,32,21,,,,,,73,,,,165
,,MUM,,,54,32,22,16,72,,,,,8,,,,165
,,NCINNATI OHIO,54,,,,,,,,,,,,,,,165
on,,AVERAGE,,,13,28,,,,,,,,,,,,165
,,,,6,,,26,24,19,7,7,15,17,341,13,,,165
NH,,,,,,,,,,,,,,,,,,165
,,,57,,,,,,,,,,,,,,,165
,,AVERAGE,,,,16,44,18,9,41,57,153,a5,,,,,165
,,,57,,,,,,,,,,,,,,,165
,,,,,4,,,5,2,,7,7,3,,,,,165
oa,,AVERAGE,,3,2,,7,4,2,6,4,5,3,,,,,165
co,,,,,,,,,,,,,,,,,,165
,,AVERAGE,,8,7,10,5,6,4,,4,4,3,,,,,165
,,Google,,,,,,,,,,,,,,,,165
oa,,,,,,,,,,,,,,,,,,165
