Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,IND,,,,,,,,,,,,,,,,106
,,,6,5,14,7,4,6,10,5,7,6,8,8,,,106
,,,30,30,,20,220,40,30,40,30,200,50,20,,,106
,AVERAGE,,8,8,27,4,68,,il,20,22,68,13,7,,,106
,NCINNATI OHIO,55,,,,,,,,,,,,,,,106
,,,2,,2,2,2,2,2,3,2,2,,2,,,106
,,,30,,60,40,50,66,30,40,42,59,20,100,,,106
,AVERAGE,,18,,40,28,25,43,18,30,21,43,16,65,,,106
,AVERAGE,,20,10,70,20,,10,,23,16,23,15,7,,,106
,KA NSAS,56,,,,,,,,,,,,,,,106
,I,,,,,,,,,,,,20,30,,,106
,AVERAGE,,11,28,10,13,8,19,8,40,5,6,20,30,,,106
,MUM,,,27,6,10,,8,8,,5,6,,,,,106
,,55 56,,,,,,,,,,,,,,,106
,AVERAGE,,20,40,,,6,30,15,30,30,,16,120,,,106
,LA,54 55,,,,,,,,,,,,,,,106
,AVERAGE,,50,75,6,17,16,20,24,,57,35,74,83,,,106
,,54 55,,,,,,,,,,,,,,,106
,AVERAGE,,,21,15,4,57,3,13,15,,22,26,442,,,106
,BELLA I RE TEX A,54 55,,,,,,,,,,,,,,,106
,AVERAGE,,14,6,20,,9,,1300,843,50,75,6,9,,,106
,MUM,,2,4,20,5,9,,1200,30,40,20,2,3,,,106
,DENVER,54 55,,,,,,,,,,,,,,,106
,,,,2,,,,,,,,,,,,,106
,AVERAGE,,20,11,75,10,30,21,6,65,30,30,,11,,,106
,SALT,54 55,,,,,,,,,,,,,,,106
,AVERAGE,,15,20,11,2,5,4,3,60,20,6,30,16,,,106
,,,,,3,,,,,50,10,,30,10,,,106
,SA,55 56,,,,,,,,,,,,,,,106
,,,3,2,2,1,3,2,,2,3,3,5,1,,,106
,AVERAGE,,,14,5,30,16,15,21,5,6,1,1,,,,106
,PA,55 56,,,,,,,,,,,,,,,106
,,,,,9,20,12,2,8,,,,,,,,106
,AVERAGE,,,,,,,,,,4,2,,,,,106
,,55 56,,,,,,,,,,,,,,,106
,AVERAGE,,8,,,,10,6,3,25,21,10,,2,,,106
,,55,,,,,,,,,,,,,,,106
,AVERAGE,,5,20,10,20,20,40,150,25,30,43,15,,,,106
,,54 55,,,,,,,,,,,,,,,106
,AVERAGE,,30,,13,10,,,20,23,22,10,,,,,106
,MUM,,30,,,10,,,20,,,10,,,,,106
,,55,,,,,,,,,,,,,,,107
,,,,,,,10,3,,13,13,10,10,6,,,107
,AVERAGE,,4,9,25,,,,,,,10,,,,,107
,,,,9,,,,,,,,,,,,,107
,KANAWHA VA,55,,,,,,,,,,,,,,,107
,AVERAGE,,,16,25,,35,,,40,,10,20,,,,107
,,,,,20,,10,,,40,,,20,,,,107
,OENVER COUNTY,54 55,,,,,,,,,,,,,,,107
,AVERAGE,,,20,,,,,40,,65,30,20,10,,,107
