Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,AVERAGE,,1,3,2,2,2,1,3,5,,4,5,5,,,202
,,,,,,,,,,3,5,2,2,3,,,202
,BO STON MASS,55,,,,,,,,,,,,,,,202
,,,1,2,4,1,1,2,2,4,1,2,2,1,,,202
,AVERAGE,,3,1,5,,,,5,,2,1,1,2,,,202
,EV,,,,,,,,,,,,,,,,202
,AVERAGE,,2,3,3,1,4,1,2,1,1,2,2,2,,,202
,EL N J,55 56,,,,,,,,,,,,,,,202
,AVERAGE,,,,1,1,,,,1,1,,1,5,,,202
,,,,,1,1,,,,,1,,1,1,,,202
,PA J,55 56,,,,,,,,,,,,,,,202
,,,2,4,3,5,2,1,4,1,,2,,1,,,202
,AVERAGE,,3,3,2,1,1,1,,1,,1,,,,,202
,CA MOEN,55 56,,,,,,,,,,,,,,,202
,AVERAGE,,2,3,3,3,,1,2,1,1,4,,3,,,202
,,,3,1,4,5,,,1,2,,,,,,,202
,AVERAGE,,1,1,,,,,,1,,1,4,3,,,202
,,,,,1,13,,,,1,,1,1,2,,,202
,MUM,,,1,1,,,,,1,,1,,1,,,202
,TRENTON,,,,,,,,,,,,,,,,202
,N J,55 56,,,,,,,,,,,,,,,202
,AVERAGE,,1,2,1,6,,,1,1,,5,1,1,,,202
,MUM,,2,4,9,13,,2,1,3,1,,1,3,,,202
,AVERAGE,,1,3,4,4,,2,,2,1,,1,2,,,202
,N Y,54 56,,,,,,,,,,,,,,,202
,AVERAGE,,13,1,19,9,8,4,,2,,,10,,,,202
,,,1,1,2,1,,,,,2,2,,,,,202
,A PA,54 56,,,,,,,,,,,,,,,202
,AVERAGE,,8,8,2,3,3,2,1,2,3,2,2,3,,,202
,ALTOONA PA,56,,,,,,,,,,,,,,,202
,AVERAGE,,,1,,,,,,1,,2,1,,,,202
,,,,,1,1,1,,,1,,1,1,,,,202
,BR PA,55 56,,,,,,,,,,,,,,,202
,AVERAGE,,,2,1,,,,3,,1,1,1,1,,,202
,,,,,,,,,,,,,,1,,,202
,CH,55 56,,,,,,,,,,,,,,,202
,,,,1,,2,2,2,2,3,4,1,,1,,,202
,AVERAGE,,,3,,2,,1,2,3,3,,,4,,,202
,ER PA,56,,,,,,,,,,,,,,,202
,AVERAGE,,,,,,,1,,,,,,1,,,202
,,,,,,,,1,,,,,,,,,202
,,56,,,,,,,,,,,,,,,202
,AVERAGE,,1,1,4,,,2,1,,2,3,4,3,,,202
,,55 56,,,,,,,,,,,,,,,202
,AVERAGE,,,3,3,3,,,1,3,3,1,3,3,,,202
,,,,2,3,3,1,,1,3,2,,1,1,,,202
,,,5,6,3,87,98,48,2,2,3,3,3,,,,203
,AVERAGE,,5,4,3,27,18,19,,,,1,3,,,,203
,Lo,54 55,,,,,,,,,,,,,,,203
