Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,AVERAGE,,35,8,,25,16,9,10,9,8,7,4,6,,,135
,,,20,7,,10,10,8,10,9,8,7,4,6,,,135
,,54 55,,,,,,,,,,,,,,,135
,,,2,3,3,4,6,6,6,4,4,4,5,3,,,135
,AVERAGE,,9,1,1,,,,2,,3,8,,,,,135
,,54,,,,,,,,,,,,,,,135
,,,2,3,4,4,5,2,2,2,2,2,2,2,,,135
,,,,,,,,,,,,20,,,,,135
,AVERAGE,,45,35,61,42,25,40,25,25,20,,25,45,,,135
,,55,,,,,,,,,,,,,,,135
,,,,6,6,5,8,14,7,3,6,6,9,7,,,135
,AVERAGE,,,7,6,4,2,3,,21,22,16,7,4,,,135
,,,,,2,1,,,,6,12,8,,,,,135
,,54,,,,,,,,,,,,,,,135
,,,3,2,3,2,3,3,2,3,3,4,2,3,,,135
,AVERAGE,,1,1,2,,,,,1,,4,,2,,,135
,,54 55,,,,,,,,,,,,,,,135
,,,20,20,20,40,10,3,5,5,7,9,10,20,,,135
,,,,,,,,,,,,,10,,,,135
,AVERAGE,,15,15,is,30,6,,5,4,6,5,,12,,,135
,,,10,10,10,20,3,,5,4,6,2,10,5,,,135
,,54 55,,,,,,,,,,,,,,,135
,,,3,3,2,2,2,6,2,2,2,2,2,3,,,135
,AVERAGE,,3,18,9,3,8,7,6,7,3,7,9,7,,,135
,,,3,4,9,,8,,6,4,2,6,8,5,,,135
,ANCHORAGE,54 55,,,,,,,,,,,,,,,135
,ALASKA,,,,,,,,,,,3,,,,,135
,,,1,3,3,,2,7,1,3,3,,1,3,,,135
,AVERAGE,,,13,,21,,,,,1,,,,,,135
,,54,,,,,,,,,,,,,,,135
,,,,1,3,4,6,2,2,,,,,,,,135
,,,,4,8,20,40,i8,2,,,,,,,,135
,AVERAGE,,,4,5,13,,17,1,,,,,,,,135
,,,,4,3,,,17,1,,,,,,,,135
,,55 56,,,,,,,,,,,,,,,135
,,,3,2,2,1,3,2,,2,3,3,5,1,,,135
,AVERAGE,,1,,,1,2,3,3,,,1,,,,,135
,PASADENA CALIF,54 56,,,,,,,,,,,,,,,135
,,,4,6,3,6,5,5,7,,,,,,,,135
,,,,,,,,,,2,4,6,,,,,135
,AVERAGE,,11,,5,9,17,4,,11,10,ii,,,,,135
,,,,,2,4,1,,5,9,7,,,,,,135
,,54 55,,,,,,,,,,,,,,,135
,,,3,5,,1,2,2,3,2,,4,,4,,,135
,AVERAGE,,1,9,,7,8,,,,,,2,7,,,135
,,,,,,7,,,,,,,,,,,135
,,54 56,,,,,,,,,,,,,,,135
,,,2,,3,32,,5,12,15,7,2,2,5,,,135
,,55,,,,,,,,,,,,,,,135
,,,,,,,1,,4,4,1,,7,1,,,135
,AVERAGE,,4,1,4,1,,4,3,4,5,,2,4,,,135
,,54 55,,,,,,,,,,,,,,,135
,,,1,1,8,4,3,,2,7,5,21,20,,,,135
,AVERAGE,,40,20,4,,12,,5,3,2,2,3,,,,135
,,57,,,,,,,,,,,,,,,135
,,,2,2,1,2,3,2,2,2,3,1,,,,,135
,,,9,4,6,42,8,6,21,10,13,8,,,,,135
,AVERAGE,,6,2,6,23,7,,14,7,8,8,,,,,135
,MIODLESEX,55,,,,,,,,,,,,,,,136
,AVERAGE,,25,30,,,30,120,25,290,2333,820,185,73,,,136
,,,20,30,40,,30,70,10,50,1200,820,160,,,,136
,LA KEHURST N J,55 56,,,,,,,,,,,,,,,136
,,,2,1,3,3,2,1,1,,2,,,1,,,136
,,,75,,86,300,81,59,,,95,56,67,41,,,136
,AVERAGE,,52,52,52,115,48,,52,,49,56,42,41,,,136
,KA NAWHA co VA,54,,,,,,,,,,,,,,,136
,,,,2,2,1,6,20,7,3,,4,3,,,,136
,AVERAGE,,,,1,1,2,6,4,3,,3,3,,,,136
,,,,,1,1,,,3,3,,3,3,,,,136
,HA,54 55,,,,,,,,,,,,,,,136
,,,,87,38,16,,,41,47,26,92,54,194,,,136
,AVERAGE,,,87,25,8,,,26,27,18,44,35,176,,,136
,DE NVER COUNTY COLO,54 35,,,,,,,,,,,,,,,136
,,,,,1,20,,,,,,3,2,,,,136
,,,,4,20,,,,4,,4,,,2,,,136
,AVERAGE,,,4,20,20,,,4,,3,3,2,2,,,136
