Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,BRISTOL PA,,,,,,,,,,,,,,,,15
,,,,3,3,5,6,4,4,3,4,105 4,3,4,,,15
,,,,177,124,138,148,118,186,109,111,105,136,229,,,15
,AVERAGE,,,126,96,685,106,79,122,87,88,60,111,139,,,15
,,,,91,,,65,46,87,71,62,27,83,75,,,15
,CHESTER,56,,,,,,,,,,,,,,,15
,,,,4,1,6,7,3,4,4,4,5,2,4,,,15
,,,,222,94,168,323,155,198,179 179,180,126,273,179,,,15
,AVERAGE,,,174,94,102,132,143,,140,137,84,246,141,,,15
,,,,121,94,38,47,131,101,87,93,40,220,100,,,15
,ERI NUMBER,56,,,,,,,,,,,,,,,15
,,,4,5,3,4,4,4,4,4,4,,4,5,,,15
,,,82,88,89,82,64,100,66,85,91,110,77,550,,,15
,AVERAGE,,793 79,65,73,59,53,69,45,57,71,,57,231,,,15
,,,73,41,55,44,45,25,33,432,39,39,33,31,,,15
,,55 57,,,,,,,,,,,,,,,15
,,,4,6,5,6,6,7,19,16,6,7,6,6,,,15
,,,99,253,253,311,348,449,180,276,2332 232,534,309,191,,,15
,AVERAGE,,,,,176,196,241,92,159,160,176,167,117,,,15
,,,,123,194,,,,,,,,,,,,15
,,,67,43,120,103,120,103,58,92,98,69,79,78,,,15
,,55 56,,,,,,,,,,,,,,,15
,,,,3,4,3,4,4,4,,4,5,7,3,,,15
,AVERAGE,,,364,222,223,200 200,205,140,164,175,3254 254,197,201,,,15
,,,,284,153,193,145,135,74,12i,158,116,85,131,,,15
,,57,,,,,,,,,,,,,,,15
,,,,,1,1,3,2,2,3,1,3,,3,,,15
,AVERAGE,,,,110,87,114,133,69,157,58,116,,107,,,15
,,,,,110,87,73,122,41,107,58,48,,71,,,15
,,,,,,1,1,3,1,2,1,1,1,,,,15
,,,,,,244,132,126,124,268,239,223,103,,,,15
,AVERAGE,,,,,244,,88,124,248,239,223,103,,,,15
,,57,,,,,,,,,,,,,,,15
,,,,,,1,1,2,2,2,2,1,,,,,15
,,,,,,199,127,170,98,91,73,126,,,,,15
,AVERAGE,,,,,199,127,152,92,85,69,126,,,,,15
,,,,,,199,127,135,87,80,65,126,,,,,15
,,57,,,,,,,,,,,,,,,15
,,,74,271,178,90,287,129,105,179,127,466,315,271,,,15
,AVERAGE,,70,239 239,121,84,198,123,83,134,126,349,293,238,,,15
,WASHINGTOR,57,,,,,,,,,,,,,,,15
,,,9,13,14,14,14,15,,16,12,15,11,10,,,15
,,,218,321,224,459,215,186,188,258,163,254,276,236,,,15
,AVERAGE,,130,203,138,159,142,118,129,108,122,143,160,133,,,15
,,,74,110,68,82,63,44,57,52,86,41,58,76,,,15
,,54,,,,,,,,,,,,,,,15
,,,8,8,5,10,7,8,17,19,18,9,,13,,,15
,,,166,188,231,275,318,288,272,358,335,306,353,384,,,15
,AVERAGE,,136,143,143,155,154,142,170,154,173,213,218,176,,,15
,,56 57,,,,,,,,,,,,,,,15
,,,2,2,2,3,2,7,,8,6,5,7,,,,15
,,,254,166,176,301,233,295,191,447,220,461,423,,,,15
,AVERAGE,,185,146,150,207,161,164,136,,,209,270,,,,15
,,,,,,,,,,177,146,,,372,,,15
,,,116,126,125,106,90,103,102,77,105,96,125,175,,,15
,,57,,,,,,,,,,,,,,,15
,,,2,2,2,2,2,3,2,2,2,1,2,3,,,15
,,,,161,141,131,113,,90,132,174,141,129,322,,,15
,AVERAGE,,163,124,t27,124,86,68,78,113,119,141,117,231,,,15
,,,155,88,113,117,59,45,67,95,65,141,105,132,,,15
,,57,,,,,,,,,,,,,,,15
,,,2,2,2,3,2,2,2,3,1,3,2,2,,,15
,,,189,228,162,106,109,86 86,99,119 119,37,87,140,128,,,15
,AVERAGE,,143,142,129,88,85,75,95,81,37,74,99,116,,,15
,,,98,56,96,71,62,64,91,28,37,61,,105,,,15
,,57,,,,,,,,,,,,,,,15
,,,3,1,2,1,,2,2,2,2,3,2,1,,,15
,,,76,132,101 101,87,,84,53,61,68,124,75,,,,15
,AVERAGE,,62,132,93,87,,82,49,56,67,81,66,553,,,15
,,,54,132,85,87,,81,45,52,67,54,,53,,,15
,,57,,,,,,,,,,,,,,,15
,,,2,2,3,1,2,2,3,2,2,1,3,2,,,15
,,,135,160,115,107,168,123,115,109,147,91,121,142,,,15
,AVERAGE,,128,,107,107,150,114,101,94,120,91,86,111,,,15
,,,121,95,99,107,133,106,79,80,94,91,60,81,,,15
,RICHMOND oF,57,,,,,,,,,,,,,,,16
,AVERAGE,,99,182,108,97,86,65,92,60,104,94,50,122,,,16
,,,,133,,,,50,,,72,,,,,,16
,,,6,8,6,10,13,10,12,11,13,12,9,13,,,16
,AVERAGE,,257,365,312,240,255,320,194,188,290,251,192,303,,,16
,,,66,77,81,62,91,63,63,75,60,44,,67,,,16
,,,,2,,,,,,,,,,,,,16
,,,2,,2,3,4,2,6,4,4,5,3,2,,,16
,,,344,,215,217,157,178,197,212,1653,419,278,292,,,16
,AVERAGE,,248,242,187,174,157,176,137,165,139,297,218,231,,,16
,,,152,207,159,137,157,175,96,126,101,208,165,170,,,16
,,,2,3,,2,3,2,2,1,2,3,2,2,,,16
,,,171,195,78,177,243,88,166,166,197,285,118,154,,,16
,AVERAGE,,165,130,78,113,124,72,,166,139,170,116,126,,,16
,,,,,,,,,,166,,,115,99,,,16
,,53 57,,,,,,,,,,,,,,,16
,AVERAGE,,85,109,103,87,95,86,70,67,71,74,118,122,,,16
,FLA,57,,,,,,,,,,,,,,,16
,AVERAGE,,86,65,99,65,64,69,106,56,59,64,89,,,,16
,,,82,62,99,57,50,69,79,43,,56,70,,,,16
,,,79,59,99,49,39,69,51,31,47,49,53,45,,,16
,,57,,,,,,,,,,,,,,,16
,AVERAGE,,163,146,143,111,116,119,109,122,127,175,153,145,,,16
,,57,,,,,,,,,,,,,,,16
,AVERAGE,,75,118,106,138,83,45,107,116,83,159,88,114,,,16
,,,60,108,68,138,44,37,90,112,63,a2,76,70,,,16
,,57,,,,,,,,,,,,,,,16
,,,2,2,2,2,2,1,3,3,1,3,2,2,,,16
,,,84,33,198,,66,42,147,128,,79,65,,,,16
,AVERAGE,,70,26,156,54,60,42,,,64,,,,,,16
,,,,,,,,,103,110,64,70,40,59,,,16
,,,56,19,114,54,54,42,74,90,64,54,15,59,,,16
,,57,,,,,,,,,,,,,,,16
,,,2,2,2,1,2,3,,3,1,2,3,1,,,16
,,,133,99,209,79,93,104,,135,,175,156,139,,,16
,AVERAGE,,105,97,180,79,90,714,97,122,78,128,132,139,,,16
,,,77,96,152,79,87,55,90,100,78,82,98,139,,,16
,,,116,187,95,159,100,98,91,142,285,,177,126,,,16
,AVERAGE,,99,140,75,118,83,73,70,103,169,112,166,103,,,16
,,,82,93,55,78,61,,46,64,77,,156,,,,16
,,54 57,,,,,,,,,,,,,,,16
,,,23,16,20,17,9,7,15,15,17,9,,37,,,16
,,,302,565,398,323,325,258,267,385,394,394,644,,,,16
,AVERAGE,,146,211,186,195,213,152,145,167,190,235,193,138,,,16
,,57,,,,,,,,,,,,,,,16
,,,2,2,2,3,1,3,2,2,3,1,2,3,,,16
,,,131,232,168,224,124,87,111,,143,139,159,245,,,16
,AVERAGE,,122,171,,160,124,76,94,130,121,139,157,198,,,16
,,57,,,,,,,,,,,,,,,16
,,,178,93,129,198,125,159,163,255,176,317,116,128,,,16
,AVERAGE,,153,85,116,156,96,124,123,209,131,221,103,116,,,16
,,,,,,,,,,,,125,,,,,16
,CHICAGO,,,,,,,,,,,,,,,,16
,,,25,33,23,17,24,36,30,37,35,29,36,30,,,16
,AVERAGE,,217,308,224,253,224,205,156,166,,278,248,392,,,16
,,,35,43,68,78,72,68,42,14,15,,66,30,,,16
,,,8,8,8,8,9,6,8,15,8,8,7,,,,16
,AVERAGE,,251,200,260,289,176,,,,357,302,338,3328,,,16
,,,,,,,,189,207,164,189,151,208,186,,,16
,,,128,72,102,119,68,120,107,89,82,32,,84,,,16
