Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,57,,,,,,,,,,,,,,,48
,,,2,96 2,2,44 3,1,29 3,47 3,56 2,94 2,2,51 2,43 3,,,48
,AVERAGE,,58,70,52,33,8,2i,34,47,74,41,35,36,,,48
,,,34,44,16,24,8,9,27,38,,28,20,31,,,48
,,,1,3,2,2,3,3,7,3,6,2,8,2,,,48
,AVERAGE,,127,100,,151,,76,79,119,133,98,223,191,,,48
,,57,,,,,,,,,,,,,,,48
,,,2,2,2,2,3,2,2,2,2,3,2,2,,,48
,,,314,242,86,,120,59,106,77,212 212,177,303,587,,,48
,AVERAGE,,299,197,66,76,93,48,98,61,140,140,300,495,,,48
,,57,,,,,,,,,,,,,,,48
,,,2,2,3,2,2,2,2,2,1,2,3,1,,,48
,AVERAGE,,210,458,291,317,94,151,71,179,233,315,345,,,,48
,,,171,440,90,145,39,119,36,130,233,242,116,,,,48
,,55,,,,,,,,,,,,,,,48
,,,6,5,,5,,,,,,,,,,,48
,,,,,6,,9,7,8,5,8,5,6,4,,,48
,,,119,108,42,182,86,101,39,70,66,131,166,335,,,48
,AVERAGE,,80,53,28,63,26,50,26,44,36,59,63,150,,,48
,,,54,24,15,17,9,9,9,17,18,8,,40,,,48
,,55 57,,,,,,,,,,,,,,,48
,,,6,6,,9,12,3,8,8,7,7,,3,,,48
,,,712,543,276,,430,233,270,264,316,252,345,3638,,,48
,AVERAGE,,343,247,206,201,163,198,177,209,205,153,224,243,,,48
,,,132,111,49,9,65,142,80,117,83,76,85,92,,,48
,AVERAGE,,102,99,68,42,,62,42,78,120,133,136,89,,,48
,,,30,37,37,25,17,26,22,44,34,35,638,17,,,48
,,55 56,,,,,,,,,,,,,,,48
,,,5,3,4,4,5,3,ii,,17,13,13,4,,,48
,AVERAGE,,176,115,132,69,104,153,115,129,179,159,225,,,,48
,,,,51,79,28,60,103,80,70,,,90,50,,,48
,,57,,,,,,,,,,,,,,,48
,,,2,2,2,2,3,1,3,3,,2,3,2,,,48
,AVERAGE,,187,71,97,48,35,30,47,62,107,98,182,324,,,48
,,,135,,59,32,30,30,23,50,107,52,90,192,,,48
,,57,,,,,,,,,,,,,,,48
,,,2,2,3,2,2,2,2,3,1,2,4,1,,,48
,,,570,300,275,234,91,71,113,297,105,274,362,607,,,48
,AVERAGE,,306,196,153,161,790,58,84,267,103,B23,277,607,,,48
,,,42,92,,88,,46,56,245 245,103,173,96,607,,,48
,,57,,,,,,,,,,,,,,,48
,,,1,2,2,2,3,3,5,,,1,2,1,,,48
,,,32,340,86,s7,105,170,187,112,459,231,790,167,,,48
,AVERAGE,,32,250,74,53,97,140,177,112,,231,622,167,,,48
,,56 57,,,,,,,,,,,,,,,48
,,,,,,,,,,,,,6,,,,48
,,,2,2,2,3,8,11,7,8,5,4,107,4,,,48
,AVERAGE,,26,67,60,63,93,66,36,,53,61,,87,,,48
,,,25,61,48,39,51,32,23,29,40,46,63,43,,,48
,LAS,57,,,,,,,,,,,,,,,48
,,,1,1,2,4,2,3,2,2,3,2,2,2,,,48
,AVERAGE,,108,132,80,50,35,58,48,65,79,93,102,140,,,48
,,,108,132,39,34,32,52,25,47,62,86,49,114,,,48
,,57,,,,,,,,,,,,,,,48
,AVERAGE,,117,79,109,66,98,56,79,71,111,256,114,,,,48
,,,72,35,35,32,8,41,35,25,42,69,13,28,,,48
,,57,,,,,,,,,,,,,,,48
,,,3,2,1,2,3,2,2,2,3,2,,2,,,48
,,,166,79,137,,,,,,,,,,,,48
,AVERAGE,,,,,24,97,45,87,68,129,171,39,89,,,48
