Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,57,,,,,,,,,,,,,,,126
,,,,,,,,,,68,42,,,,,,126
,AVERAGE,,29,28,77,148,150,37,45,,,,,,,,126
,,,29,23,44,25,,28,35,26,42,,,,,,126
,VA,,,,,,,,,,,,,,,,126
,,,,1,1,,2,2,2,1,1,3,2,1,,,126
,AVERAGE,,,9,,,8,10,1,10,10,8,,40,,,126
,,,,9,,,7,,,10,10,1,,40,,,126
,,55,,,,,,,,,,,,,,,126
,AVERAGE,,,5,,,,,,7,5,2,,,,,126
,,56,,,,,,,,,,,,,,,126
,,,1,1,3,2 5,1 2,2,20,3,,10,7,5,,,126
,AVERAGE,,10,6,4,2,2,2,6,3,,10,7,5,,,126
,,,10,6,2,,2,2,,3,,,,,,,126
,CHATTANOOGA TENN,55 56,,,,,,,,,,,,,,,126
,,,,3,2,2,10,,2,3,20,,2,30,,,126
,AVERAGE,,,1,1,1,6,,2,1,6,4,,15,,,126
,CH 1CAGO,55,,,,,,,,,,190,,,,,126
,AVERAGE,,,36,4,6,14,16,1,2,25,7,4,5,,,126
,EA PLL,56,,,,,,,,,,,,,,,126
,AVERAGE,,5,3,27,7,11,3,10,5,4,2,6,5,,,126
,EA ST CHICAGO,55 56,,,,,,,,,,,,,,,126
,AVERAGE,,6,4,23,,20,9,5,8,11,22,9,11,,,126
,,,,,,,10,,,1,2,6,,,,,126
,,,3,,,4,,,,,,,,,,,126
,NCINNATI OHIO,55,,,,,,,,,,,,,,,126
,,,10,,20,9,9,9,10,20,8,39,9,20,,,126
,AVERAGE,,5,,11,7,5,6,8,,4,,4,14,,,126
,,,,,39 1,,54 1,,42,52,35,75,,,,,126
,AVERAGE,,,,39,51,54,29,38,52,,,,,,,126
,,,,,39,34,54,29,34,52,35,60,,,,,126
,,57,,,,,,,,,,,,,,,126
,,,41,88,35,70,41,,25,21,37,22,,,,,126
,AVERAGE,,40,44,17,38,34,,22,19,30,22,,,,,126
,,,39,,,17,27,,19,18,24,,,,,,126
,,54 55,,,,,,,,,,,,,,,126
,AVERAGE,,6,2,7,2,,1,,1,1,1,3,2,,,126
,KA M,55 56,,,,,,,,,,,,,,,126
,,,4,21,20,2,2,6,1,6,3,2,,10,,,126
,AVERAGE,,,12,,,,4,,3,3,2,,10,,,126
,,,2,,8,,,,,,3,2,,10,,,126
,,,,3,2,,,3,,,,,,,,,126
,,56,,,,,,,,,,,,,,,126
,AVERAGE,,3,5,,2,1,2,4,5,5,3,,14,,,126
,NEW ORLEANS LA,54 55,,,,,,,,,,,,,,,126
,,,2,3,3,4,4,4,6,4,4,4,5,,,,126
,AVERAGE,,,,,,,,1,1,4,3,1,,,,126
,,,,,,,,,,,,1,,,,,126
,,54,,,,,,,,,,,,,,,126
,AVERAGE,,,3,4,2,4,5,4,5,10,2,2,5,,,126
,,,,,,,2,,,3,2,,,2,,,126
