Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,MIDOLESEX CNTY MASS,54 55,,,,,,,,,,,,,,,30
,AVERAGE,,106,87,99,90,82,105,,,,138,100,54,,,30
,LA KEHURST N J,55,,,,,,,,,,,,,,,30
,,,113,135,520,118,97,89,,,,,,,,,30
,AVERAGE,,,83,520,88,,,,,,,,,,,30
,,,50,42,520,63,25,75,,,,,,,,,30
,KA NAWHA VA,54 35,,,,,,,,,,,,,,,30
,,,205,251,232,208,257,146,147,231,122,114,,251,,,30
,AVERAGE,,136,158,138,168,183,111,118,201,87,103,147,174,,,30
,,,67,114,75,138,,63,80,172,,93,,97,,,30
,LLSBOROUGH FLA,55,,,,,,,,,,,,,,,30
,,,175,218,482,149,70,220,,70,110,220,140,8,,,30
,,,,,,,,,65,,,,,157,,,30
,A VERAGE,,106,110,156,85,46,,56 56,65,73,134,99,117,,,30
,M,,43,28,,15,12,23,30,59,44,48,64,59,,,30
,FU L TON,55,,,,,,,,,,,,,,,30
,M,,198,204,,187,169,,99,105,152,131,203,,,,30
,VERAGE,,,124,119,72,95,104,77,65,108,106,144,115,,,30
,,,77,62,24,31,48,83,57,29,82,62,85,66,,,30
,HA COUNTY OHIO,53 55,,,,,,,,,,,,,,,30
,,,188,279,322,95 95,210,220 220,37,126,76,138,362,388,,,30
,VERAGE,,125,140,144,71,134,169,35,69,59,99,183,201,,,30
,,,69,68,42,52,53,89,33,38,46,77,39,,,,30
,M,,161,,101,200,262,128,630,,61,91,243,65,,,30
,VERAGE,,,83,,120,i27,68,253,,49,72,140,,,,30
,,,76,57,41,77,45,41,53,,,,,,,,30
,,,,,,,,,,,43,41,65,45,,,30
,M,,349,232,,285,137,154,,,,,65,178,,,30
,VERAGE,,181,154,93,112,60,75,,,,,65,124,,,30
,,,79,93,54,19,17,34,,,,,65,90,,,30
,DE NVER COUNTY COLO,54 35,,,,,,,,,,,,,,,30
,,,,,,,,,,,,,,4,,,30
,A VERAGE,,101,104,96,44,B81,66,,83,54,,85,75,,,30
,SA L T UTAH,53 55,,,,,,,,,,,,,,,30
,MA,,211,307,261,87,52,100,70,77,54,100,130,355,,,30
,ERAGE,,143 143,179,106,69,47,58,53,72,43,76,70,147,,,30
,,,109,52,63,58,40,24,38,68,36,,23,55,,,30
,MU LT NOMAH CNTY ORE,54 55,,,,,,,,,,,,,,,30
,MA,,,104,289,,,,76,,102,296,451,,,,30
,AV ERAGE,,,104,289,,81,,76,,102,187,263,,,,30
,NIMUM,,,104,289,,50,,76,,102,100,88,,,,30
,CNTY CONN,54 55,,,,,,,,,,,,,,,30
,MA,,113,100,43,26,102,76,,,81,80,,,,,30
,AV ERAGE,,97,,23,26,58,56,,,81,42,,,,,30
,,,,68,9,26,30,40,,,81,17,,,,,30
,,,,,,,,,,,,2,,,,,30
