Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,55,26,,22,9,,6,7,7,9,10,10,11,16,,129
,,,54 55,56,,49,8,,1,4,6,8,10,11,14,17,,129
,,,,,,,,,1,,1,6,6,6,6,18,,129
,,,54,3,,18,8,,,1,,,,,,,,129
,,,,29,,70,11,1,1,4,5,8,10,10,19,22,,129
,,,54,37,,49,7,,1,1,1,4,8,12,15,17,,129
,,,55,83,,70,10,1,,6,6,8,9,10,,20,,129
,,,54,120,,70,9,1,1,5,6,7,9,10,13,19,,129
,EAST,,55 56 56,,,,36,,,6,6,8,8,10,11,,,129
,,,,15,,300,,4,4,,,,,,,,,129
,,,56,14,,7,2,,,1,1,1,2,3,4,5,,129
,,,55 56,29g,,300,20,,1,2,3,4,,6,8,11,,129
,EAST CHICAGO,,55 56,19,1,50,11,1,5,6,8,9,10,11,19,21,,129
,,,55 56,26,,110,22,2,5,10,11,18,20,21,29,44,,129
,,,55 56,21,1,170,26,1,5,7,8,10,15,26,31,62,,129
,,,55 56,20,,12,5,1,1,2,3,6,7,8,9,10,,129
,,,55 56,86,,170,17,1,4,6,7,9,10,16,21,31,,129
,,,53 54,32,,396,66,6,15,26,37,41,45,49,62,123,,129
,OHIO,,54,72,,467,12,,,1,1,1,2,4,9,25,,129
,,,55,27,,200,13,1,3,4,,5,6,7,9,11 11,,129
,,,54 55,99,,467,i2,,,1,1,3,4,6,9,24,,129
,,21854,54,13,,27,7,,1,2,2,4,4,7,17,18,,129
,,4154,54,20,,243,45,,1,1,6,10,11,13,52,173,,129
,,,54,19,,69,8,,,1,1,2,2,5,7,18,,129
,,,54,124,,467,16,,,1,1,2,4,7,13,29,,129
,,,55,27,,200,13,1,3,4,5,5,6,7,9,11,,129
,,,54 55,151,,467,16,,,1,1,3,5,7,11,27,,129
,,,57,12,6,15,10,6,7,9,10,10,11,11,13,15,,129
,,,57,19,4,80,19,4,5,6,8,11,13,18,31,44,,129
,,,54 55,31,,46,7,1,2,3,4,5,6,8,10,17,,129
,,,54 56,22,,10,4,1,2,3,3,4,4,,6,8,,129
,,3184,,4,,28,12,,1,1,1,1,1,22,22,31,,129
,,,55 56,9,,5,2,,,1,1,1,1,2,2,5,,129
,,,54 56,35,,28,4,,1,2,3,3,4,,5,9,,129
,,,55,,,,,,,,,,,,,,,129
,,,,23,4,50,12,5,6,7,8,10,10,11,11,22,,129
,,,54 55,26,,20,2,,,,,1,1,1,1,7,,129
,,,54 55,24,,,1,,1,1,1,1,2,2,3,4,,129
,,,54 55,50,,20,2,,,,1,1,1,2,3,4,,129
,FT WORTH TEXAS,,54 55,32,,114,35,10,17,19,20,21,26,30,62,88,,129
,,,54,,,,,,,,,,,,,,,129
,,,,,,32,10,1,1,1,1,3,3,16,16,37,,129
,HOUSTON TEXAS,,54,21,,29,6,,,1,1,1,2,5,16,24,,129
,,,55,56,,33,8,1,2,3,4,6,7,9,13,22,,129
,,,54 55,77,,33,8,,1,2,3,4,6,8,15,23,,129
,BELLAIRE TEXAS,,54,19,,8,2,,1,1,1,1,2,2,3,4,,129
,,,55,14,,6,,,,,1,1,1,1,1,4,,129
,,,54 55,33,,8,1,,,1,1,1,1,2,2,4,,129
,DENVER,,,,,,,,,,,,,,,,,129
,COL,,54,23,,40,10,2,4,5,5,9,10,11,19,,,129
,SALT LAKE UTAH,,54 55,31,,30,7,1,2,3,4,6,,8,10,19,,129
,ANCHORAGE ALASKA,,54 55,34,,,3,,,,1,1,1,1,1,3,,129
,ANGELES CALIF,,54,18,,40,10,,1,1,3,4,15,17,17,20,,129
,SAN FRANCISCO CALIF,,55 56,32,,10,1,,,,1,1,1,1,2,4,,129
,PASADENA CALIF,1154,,23,2,48,15,5,6,9,10,11,12,,18,37,,130
,,,,21,,,5,,1,1,4,5,6,7,7,11,,130
,,,56,4,2,20,13,,2,2,11,11,i1,20,20,22,,130
,,,54 56,48,,12,10,1,4,5,6,8,10,12,15,29,,130
,,,,34,,30,3,,,,1,1,1,2,6,11,,130
,BERKELEY CALIF,,54 55,,,,,,,,,,,,,,,130
,SAN JOSE CALIF,1454,54,27,,61,11,1,1,2,3,4,4,9,26,29,,130
,,,,12,,6,1,,,1,1,1,2,2,3,4,,130
,,,54,20,,9,1,,,1,1,,2,2,3,4,,130
,,,54 56,59,,61,6,,1,1,1,2,3,3,6,24,,130
,SAN LEANDRO CALIF,,55 56,30,,10,3,1,1,2,3,3,4,4,4,5,,130
,,,,,,,,,,1,1,2,3,4,4,11,,130
,OREGON,,54,18,,40,,,,,,,,,,,,130
,,,55,19,,6,3,1,1,2,3,3,3,4,4,5,,130
,,,54 55,37,,40,4,,1,1,2,3,3,4,5,6,,130
,,,54,15,,27,5,,1,1,1,2,3,6,8,16,,130
,,,54,10,,10,2,,,1,1,1,1,3,4,7,,130
,,,54,10,,8,2,,1,1,2,2,3,3,4,4,,130
,,,54,53,,40,4,,,1,1,2,3,3,6,11,,130
,,,55,19,,6,3,1,1,2,3,3,3,4,4,5,,130
,,,54 55,72,,40,4,,1,1,1,2,3,4,5,8,,130
,SEATTLE WASH,,57,20,,42,8,3,4,5,6,6,7,8,9,13,,130
