Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,NEW ORLEANS,54 55,,,,,,,,,,,,,,,120
,,,,,2,2,2,2,2,2,10,1,2,2,5,,,120
,,AVERAGE,,,1,1,,,,1,2,1,1,1,3,,,120
,,,,,,,,,,,,1,,,2,,,120
,,FT WORTH TEXAS,95,,,,,,,,,,,,,,,120
,,AVERAGE,,2,2,2,1,,1,2,2,2,1,2,2,,,120
,,HOUSTON TEXAS,55,,,,,,,,,,,,,,,120
,,AVERAGE,,,2,3,1,,,2,3,3,1014 101,1,4,,,120
,,,,,,,,,,,3,,,,,,,120
,,BE,54 55,,,,,,,,,,,,,,,120
,,AVERAGE,,,,,,,,,,,,,,,,120
,,,,,,4,2,2,,5,2,2,3,1,2,,,120
,,,,,,3,2,2,,5,2,2,2,,2,,,120
,,DE,54 55,,,,,,,,,,,,,,,120
,,AVERAGE,,5,12,15,1,4,2,,39,5,16,10,20,,,120
,,SA LT LAKE UTAH,54 55,,,,,,,,,,,,,,,120
,,AVERAGE,,,11,2,4,,2,,,,,7,3,,,120
,,SA CALIF,55 56,,,,,,,,,,,,,,,120
,,,,3,2,,,2,2,3,3,,2,3,1,,,120
,,AVERAGE,,2,1,,,,1,,1,,,,,,,120
,,,,2,,,,,,,,,,,1,,,120
,,SADENA CALIF,55 56,,,,,,,,,,,,,,,120
,,AVERAGE,,2,1,3,2,2,1,3,,2,1,,,,,120
,,SA,55 56,,,,,,,,,,,,,,,120
,,,,,,2,,3,3,3,3,2,1,2,3,,,120
,,,,2,2,,,4,2,2,2,5,2,2,3,,,120
,,AVERAGE,,2,1,,,3,1,,2,4,2,1,1,,,120
,,,,2,,,,2,,,2,3,2,,,,,120
,,SA N LEANDRO,55,,,,,,,,,,,,,,,120
,,,,3,2,3,2,2,5,4,6,2,6,6,2,,,120
,,AVERAGE,,2,2,2,2,2,5,3,,2,,3,,,,120
,,,,,,,,,,2,,2,3,2,2,,,120
,,,55,,,,,,,,,,,,,,,120
,,,54,,,,,,,,,,,,,,,120
,,AVERAGE,,20,,2,,,,3,,7,10,,,,,120
,,,,20,,1,1,,,3,2,4,10,,,,,120
,,OOLESEX,55,,,,,,,,,,,,,,,120
,,,,2,1,2,,1,3,2,3,3,1,2,3,,,120
,,AVERAGE,,1,1,1,,,1,1,,,1,1,1,,,120
,,LA KEHURST N J,25 56,,,,,,,,,,,,,,,120
,,AVERAGE,,,,,1,,2,,,2,,,3,,,120
,,,,,,,,,,,,1,,2,3,,,120
,,,,,,,,,2,,,,,2,3,,,120
,,KA NAWHA co VA,5 55,,,,,,,,,,,,,,,120
,,AVERAGE,,,1,2,,2,2,,2,,,,,,,120
,,,,,,2,,2,2,,2,,,,,,,120
,,OE NVER COUNTY COLO,54 55,,,,,,,,,,,,,,,120
,,,,,2,,,,,,,3,2,4,,,,120
,,AVERAGE,,,2,,,,,,,2,2,4,,,,120
,,,,,2,,,,,,,1,2,4,,,,120
