Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,55 56,27,,100,17,1,5,6,9,11,20,22,28,29,,102
,,,55 56,23,,200,27,,1,11,20,22,23,28,31,,,102
,NEW ORLEANS LA,,54 55,24,,200,27,,1,8,9,10,il,21,23,96,,102
,,,54,22,,300,50,1,5,10,,20,23,31,66,201,,102
,,,54,46,,300,38,1,4,9,10,i1,,23,42,98,,102
,FT WORTH TEXAS,,54 55,24,,40,7,,,,1,1,1,11,21,23,,102
,HOUSTON TEXAS,,54 35,64,,1500,73,1,3,4,6,10,20,23,39,77,,102
,BELLAIRE TEXAS,,54 55,31,,1400,186,1,3,5,10,21,23,38,42,1198,,102
,DENVER COL,,54 55,23,,100,,2,10,11,20,22,23,39,42,,,102
,SALT LAKE UTAH,,54,26,,70,16,1,3,4,6,10,11,22,29,31,,102
,ANCHORAGE ALASKA,,54 55,13,,700,,,,1,1,1,11,,23,528,,102
,SAN,,,32,,50,9,,,1,1,4,8,10,21,23,,102
,PASADENA CALIF,,55 56,20,,30,8,,1,1,5,8,9,10,11,21,,102
,SAN,,55 56,25,,42,8,,,1,1,,8,10,11,34,,102
,,,,,,,,,,,,1,,,,,,102
,SAN,,55 56,30,,300,38,1,1,10,19,21,22,28,39,96,,102
,,,54 55,20,,50,20,1,,10,11,221 21,23,28,30,31,,102
