Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,OHIO,,54,73,2,146,27,7,9,11,14,18,21,26,40,68,,147
,,,55,27,1,92,18,4,6,8,10,14,17,19,22,27,,147
,,,54 55,100,1,146,25,6,8,10,13,17,20,22,33,,,147
,,,54,20,4,63,15,4,7,8,10,11,12,16,20,22,,147
,,4154,,22,2,25,10,2,4,6,7,9,10,,17,,,147
,,,,28,3,47,14,4,6,6,7,8,10,18,20,33,,147
,,,,143,2,146,20,5,,8,10,12,17,20,26,46,,147
,,,,27,1,92,18,4,6,8,10,14,17,19,22,27,,147
,,,54 55,170,,146,20,,7,8,10,13,17,20,25,46,,147
,,,,12,1,17,4,1,1,2,2,3,3,4,5,12,,147
,,,57,19,2,61,9,2,3,3,4,5,5,6,10,16,,147
,,,54,16,1,10,4,2,3,3,4,4,,,6,7,,147
,,,,20,1,16,,2,3,3,4,4,5,6,7,8,,147
,,,,36,1,16,,2,3,3,4,4,5,5,7,8,,147
,MO,,54 56,25,4,21,10,,7,8,9,10,10,12,14,19,,147
,,,54,6,4,15,6,4,4,4,4,5,5,,8,8,,147
,,,55 56,9,,4,1,,1,1,1,1,1,2,2,3,,147
,,,54 56,40 40,,21,8,1,,4,5,8,9,10,12,15,,147
,,,55 56,23,4,23,9,4,,5,6,7,8,10,12,19,,147
,NEW ORLEANS LA,,54 55,26,1,9,3,1,1,2,2,2,3,4,5,6,,147
,,,54,24,,,,,1,,,,,,,,,147
,,,,,1,25,4,1,,1,2,2,2,3,4,16,,147
,,,54 55,,1,25,4,1,1,1,2,2,3,3,5,,,147
,,,54 55,32,1,23,5,1,2,2,3,3,4,,,12,,147
,,,54,6,,16,7,1,1,4,4,7,9,9,11,,,147
,,,54,26,2,69,12,6,7,8,9,10,10,11,12,15,,147
,,,55,56,3,170,42,5,8,12,16,31,37,55,65,92,,147
,,,54 55,,,,,,,,,,,,,,,147
,,,,82,2,170,33,5,7,10,11,14,24,33,59,73,,147
,BELLAIRE TEXAS,,54,21,4,84,15,,8,9,9,,i2,13,14,27,,147
,,,,14,1,28,6,1,2,2,3,4,4,8,9,13,,147
,,,54 55,35,1,84,12,2,3,5,8,9,10,12,13,27,,147
,OENVER COL,,S4 ss,23,4,39,17,,9,10,12,16,17,20,22,33,,147
,,,54,26,3,39,15,4,,9,10,,17,18,22,27,,147
,,,54 55,,1,47,18,5,10,11,13,14,15,18,22,41,,147
,ANCHORAGE ALASKA,,,,,,,,,,,,,,,,,147
,,,54,42,,57,11,1,1,3,,7,9,11,20,31,,147
,Los,,54,19,,141,36,11,13,18,25,26,27,33,590,61,,147
,,,55 56,32,,3,1,,,,1,1,1,1,2,2,,147
,PASADENA CALIF,,,23,1,266,57,18,24,30,34,41,48,55,,139,,148
,,,55,21,1,23,10,3,4,6,7,9,10,141 11,16,21,,148
,,,56,4,2,13,,,2,2,6,6,6,7,,13,,148
,,,54 56,468,1,266,32,3,7,8,11,18,23,34,45,65,,148
,,,54 55,35,2,193,30,6,8,11,14,20,25,27,37,61,,148
,,,54,,,,,,,,,,,,,,,148
,SAN JOSE CALIF,,55,27,1,44,11,4,,5,6,8,9,11,14,18,,148
,,,,12,3,32,i2,3,4,9,10,10,11,11,16,18,,148
,,1156,56,20,1,16,4,1,2,2,3,4,4,,6,8,,148
,,,54 56,59,1,44,9,2,3,4,5,6,8,10,12,16,,148
,SAN LEANDRO,,55 56,30,5,24,13,6,6,9,12,13,14,15,18,20,,148
,,,54,20,5,71,22,8,10,13,14,14,16,,27,45,,148
,,,,19,1,20,9,2,5,6,7,9,10,11,15,16,,148
,,,54 55,,,,,,,,,,,,,,,148
,,,,39,1,71,16,5,7,9,10,13,14,,19,27,,148
,,,54,15,2,61,22,4,6,8,13,18,20,33,41,45,,148
,,,54,10,13,63,34,13,16,17,18,26,27,52,,55,,148
,,,54,10,5,43,19,5,6,8,9,12,18,27,33,37,,148
,,,54,,2,71,24,,9,13,14,17,22,27,,,,148
,,,,,,,,6,,,,,,,41,53,,148
,,,,i9,1,20,9,2,5,6,7,9,10,11,15,16,,148
,,,54 55,74,,71,20,5,7,9,13,15,17,22,32,45,,148
,,,57,20,1,16,6,2,3,3,4,4,5,7,8,12,,148
