Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,55,14,2,13,7,2,3,,,7,8,,10,10,,146
,,,,22,,,5,1,2,3,3,4,4,5,8,12,,146
,,,55 56,,1,17,,,2,,,5,6,,,12,,146
,,,,36,1,17,5,2,,3,4,,,,,,,146
,,1155,,23,2,i0,5,2,2,3,3,4,5,6,8,9,,146
,,1155,55,26,1,170,19,2,3,3,4,5,,12,17,20,,146
,,,55 56,21,3,20,7,3,3,4,5,6,,,11,16,,146
,,,55 56,,,,,,,,,,,,5,,,146
,,,,25,,13,2,,1,1,1,2,2,4,,6,,146
,,,55 56,21,3,22,8,,,4,5,7,8,,12,15,,146
,,,55 56,23,1,14,4,1,1,2,2,3,4,5,6,9,,146
,,,56,17,1,10,3,1,1,1,2,2,2,6,7,8,,146
,,,55 56,23,2,26,7,2,3,4,5,6,7,8,,,,146
,,,54 56,50,2,89,24,5,,11,17,21,24,29,33,45,,146
,,,54 55,25,2,71,15,3,5,6,7,,12,14,20,33,,146
,,,54 56,76,2,89,21,4,6,,,15,21,24,32,41,,146
,PHILADELPHIA PA,,54,6,5,212,47,,,7,7,,20,20,33,33,,146
,,,,94,1,22,,,2,3,4,,5,6,,10,,146
,,,,,,,5,2,,,,4,,,,,,146
,,,56,11,4,,7,3,4,4,6,7,8,8,,11,,146
,,,54 56,111,1,212,8,2,3,3,4,5,5,6,,141,,146
,,,54,4,4,19,9,,4,4,6,6,6,7,,20,,146
,,,56,11,2,56,16,2,3,4,7,8,,19,20,so,,146
,,,56,,,18,5,1,2,2,4,4,4,5,5,7,,146
,,,56,,,,,,2,,,,,,10,12,,146
,,,,11,1,27,7,1,,2,3,5,6,,,,,146
,,,56,11,3,40,13,,,6,6,,12,12,27,30,,146
,,,54,10,4,212,31,4,,6,6,7,,19,20,33,,146
,,,,94,1,22,5,2,2,3,4,4,5,6,,10,,146
,,,56,53,,56,10,2,3,4,5,6,7,,12,26,,146
,,,54,157,1,212,8,2,3,3,4,5,6,7,,16,,146
,,,56,13,,7,3,1,1,2,2,2,3,,,5,,146
,BRISTOL PA,,56,18,,,2,,1,1,,,2,3,3,4,,146
,CHESTER PA,1155,,18,,12,3,,1,1,,2,2,3,4,5,,146
,,,56,25,1,6,2,1,1,1,2,2,2,3,3,4,,146
,,1156,56,21,2,27,10,2,3,4,,10,11,12,16,20,,146
,PA,,55 56,23,1,16,9,3,5,6,,10,11,12,14,15,,146
,,1454,54,26,7,39,20,10,11,13,17,19,21,22,26,33,,146
,,,56,20,5,25,11,5,6,7,8,,10,12,14,20,,146
,,,54 56,46,5,39,16,6,,10,121,14,i8,20,22,26,,146
,,,54,22 22,2,27,12,4,5,,,,14,,20,25,,146
,,,55,21,2,130,25,3,,,11,14,19,22,27,50,,146
,,,,43,2,130,18,4,5,7,,12,14,19,22,27,,146
,,,54 55,,,,,,,,,,,,,,,146
,,2454,54,13 13,2,,20,2,4,7,,,23,24,30,53,,146
,,,55,10,3,54,29,3,,13,24,26,27,41,,53,,146
,,,54 55,23,2,,24,2,6,,13,23,26,30,41,53,,146
,,3154,54,5,1,6,2,,,1,1,1,1,3,3,6,,146
,,,54,40,1,55,13,1,4,5,6,,14,16,23,27,,146
,,,35,31,2,130,26,3,,10,13,,23,26,41,53,,146
,,,54,71,1,130,19,2,,,,13,16,23,26,48,,146
,,,57,is,3,32,9,4,5,5,7,7,8,9,9,10,,146
,VA,,54,11,2,25,10,2,3,5,8,,,13,16,18,,146
,,,55,16,1,5,3,1,1,2,2,3,3,4,4,4,,146
,,,54 55,27,1,2s,6,1,2,2,3,4,4,5,,13,,146
,,,54 55,31,,,8,,3,3,,5,,,,,,146
,,,,,1,43,,2,,,4,,6,,11,14,,146
,,,54 56,26,1,98,17,,,10,,12,16,19,20,23,,146
,CHATTANOOGA TENN,,55,14,1,8,,1,1,2,2,2,3,5,,8,,146
,,,55 56,18,2,27,11,5,6,7,9,10,11,14,14,18,,146
,,,55 56,32,1,27,8,1,2,3,5,6,8,,12,16,,146
,,,,4,8,122,47,,8,8,20,20,20,41,,125,,147
,,,55,28,1,34,,3,,6,8,11,12,13,14,16,,147
,,,54 55,32,1,122,15,3,5,7,10,12,13,14,16,22,,147
,,,54,30,9,91,34,14,22,23,24,26,32,41,45,55,,147
,,,55,26,4,47,18,7,10,15,14,15,18,19,24,27,,147
,,,,,,,,,,,19,23,25,27,39,,,147
,,,54 55,56,4,91,26,10,13,16,,,,,,48,,147
,,,54,3,6,17,11,,6,6,6,10,10,10,10,18,,147
,,,55,29,,28,7,1,2,3,4,5,6,8,10,16,,147
,,,54,37,6,122,33,,18,22,23,26,30,39,45,55,,147
,,,55,83,,47,12,2,4,5,7,10,13,14,16,25,,147
,,,,120,,122,18,3,5,8,11,13,16,22,26,40,,147
,,,54 55,,,,,,,,,,,,,,,147
,,,56,15,4,30,12,6,6,8,9,12,12,15,16,18,,147
,,,56,i4,2,41,7,1,2,2,3,3,5,6,8,13,,147
,,,55 56,29,2,41,9,2,3,,6,8,8,132 12,13,17,,147
,,,55 56,19,2,64,16,3,5,6,8,12,13,15,20,27,,147
,,,56,26,2,42,14,2,3,7,8,10,14,18,22,29,,147
,,,55 56,21,1,,9,2,3,4,5,7,8,10,11,14,,147
,,,55 56,20,1,63,9,1,2,3,3,4,,7,14,18,,147
,,,55 56,86,1,64,12,2,3,4,6,8,10,13,18,26,,147
,,,53 54,33,2,58,24,15,186,20,21,22,23,26,29,37,,147
