Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,,,,,,,,,,,,,141,,,125
,,WATERBURY CONN,,,,,,,,,,,,,,,,125
,,AVERAGE,,,2,9,6,20,7,10,8,10,10,30,40,,,125
,,MI N,,,1,3,1,8,4,9,4,10,6,13,23,,,125
,,,,,,2,,2,,7,2,10,,2,6,,,125
,,BOSTON,,,,,,,,,,,,,,,,125
,,MASS,55,,,,,,,,,,,,,,,125
,,AVERAGE,,3,,,,,5,,,6,2,,,,,125
,,,,3,,,,,,,,,,,,,,125
,,,55,,,,,,,,,,,,,,,125
,,AVERAGE,,2,10,3,2,7,4,3,1,,2,,2,,,125
,,,,1,4,1,2,4,1,1,,,2,2,2,,,125
,,J,55 56,,,,,,,,,,,,,,,125
,,AVERAGE,,,,1,,,,,1,,,4,,,,125
,,CAMDEN N,55 56,,,,,,,,,,,,,,,125
,,MUM,,4,3,,,,,,8,,,,,,,125
,,AVERAGE,,2,1,,,,,,4,,,,,,,125
,,,55 56,,,,,,,,,,,,,,,125
,,AVERAGE,,,,,,,,,,,2,2,2,,,125
,,,,,,3,,,,,,,2,2,,,,125
,,JERSEY,55 56,,,,,,,,,,,,,,,125
,,AVERAGE,,3,27,16,2,,6,1,38,4,,3,12,,,125
,,,54,,,,,,,,,,,,,,,125
,,MUM,,10,5,5,16,5,4,30,7,4,13,30,19,,,125
,,AVERAGE,,10,3,5,5,5,1,10,2,3,8,12,5,,,125
,,MUM,,10,2,5,2,5,,,,2,2,5,,,,125
,,PHILADELPHIA PA,55 56,,,,,,,,,,,,,,,125
,,AVERAGE,,,,,,,,,,7,,3,10,,,125
,,MUM,,4,1,,1,4,3,1,3,2,,1,4,,,125
,,ALTOONA PA,56,,,,,,,,,,,,,,,125
2,,AVERAGE,,,2,2,1,1,,,6,1,1,,,,,125
,,,55 56,,,,,,,,,,,,,,,125
,,,,,,,8,,3,5,3,7,,,,,,125
,,AVERAGE,,,,,4,,1,2,2,2,,,,,,125
an,,ERIE PA,56,,,,,,,,,,,,,,,125
,,AVERAGE,,,1,,,,,,,2,1,5,5,,,125
,,,,,1,,,,,,,,,1,,,,125
,,,56,,,,,,,,,,,,,,,125
,,AVERAGE,,11,6,50,,,12,,,50,25,102,10,,,125
,,MUM,,5,3,20,,,7,,,40,20,4,10,,,125
,,,55 56,,,,,,,,,,,,,,,125
,,AVERAGE,,,9,7,8,7,,3,2,7,,7,5,,,125
,,,,,3,7,5,2,,3,2,2,,2,2,,,125
,,,55,,,,,,,,,,,,,,,125
,,NUMB ER,,1,2,,1,3,2,1,3,2,1,1,,,,125
,,AVERAGE,,8,5,,2,3,8,2,2,3,6,2,,,,125
9,,,54 55,,,,,,,,,,,,,,,125
,,AVERAGE,,2,3,10,3,5,20,30,150,10,7,,20,,,125
,,,,2,3,10,3,5,10,5,18,2,2,,6,,,125
vo,,,,,,,,,,,,,,,,,,125
ca,,,,,,,,,,,,,,,,,,125
,,Google,,,,,,,,,,,,,,,,125
oa,,,,,,,,,,,,,,,,,,125
