Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,CHICAGO,,,,,,,,,,,,,,,,,138
,PLL,1154,54,,44,80,61,,50,50,58,58,,,67,89,,138
,,,55,28,,,15,2,3,5,,11,,18,24,32,,138
,,,54 55,32,,80,20,2,3,,10,13,15,24,40,50,,138
,,2154,54,30,26,155,84,45,54,67,,77,95,103,115,128,,138
,,2155,,26,,76,34,10,15,22,24,30,37,43,,63,,138
,,,54 55,56,6,1855 155,61,18,26,37,46,56,68,75,97,115,,138
,,3154,54,3,54,62 62,58,,,54,,38,58,,,,,138
,,,,,,,,,,,,,,,,67,,138
,,,,29,,,,,,,,,,,,,,138
,,,55,,,120,21,1,4,7,,14,15,20,35,54,,138
,,,54,37,26,155,80,47,52,58,67,74,83,97,111,124,,138
,,,55,83,,120,23,,,,a3,16,22,29,38,54,,138
,,,54,120,,155,40,4,,14,21,30,43,54,69,97,,138
,ILL,,55 56,15,4,100,38,21,23,26,28,35,37,,,,,138
,,,,,,,,,,,,,,43,,67,,138
,,,56,,,,,,,,,,,,,,,138
,,,55,,1,44,17,1,5,,15,17,18,23,23,28,,138
,,,56,29,1,100,28,,12,18,22,24,25,34,40,,,138
,,,56,19,3,300,60,,17,21,32,,35,61,67,103,,138
,,,56,26,4,100,31,6,,18,24,27,31,37,48,58,,138
,,,55 56,21,6,99,30,,11,14,17,23,,,,,,138
,,,,,,,,,,,,,24,37,47,58,,138
,,,55 56,20,3,110,29,3,,10,20,23,32,37,45,50,,138
,,,55 56,86,3,300,36,6,10,16,21,26,33,45,,66,,138
,,,53 54,31,,142,76,,24,43,,86,103,110,117,126,,138
,,,54,69,,99,44,19,23,30,43,47,,56,62,,,138
,,1155,,27,,89,21,3,4,,,14,17,,,69,,138
,,,54 55,96,,99,37,,,,,,,24,43,48,,138
,,,,,,,,,14,21,26,41,47,52,60,67,,138
,,,54,,18,96,56,44,47,,,55,58,61,63,66,,138
,,4154,54,18,3,104,49,4,20,21,40,45,50,64,67,98,,138
,,,,26,,127,59,26,37,47,,64,70,73,77,,,138
,,,54,1353,,127,49,18,25,40,46,,,,,,,138
,,,,27,,89,21,,,,,,56,61,66,,,138
,,,,,,,,3,,,11,14,17,a4,43,48,,138
,,,54 55,160,,127,45,,19,26,42,47,,59,65,75,,138
,,,57,i2,24,500,186,24,28,111,119,137,138,210,325,375,,138
,,1157,57,19,9,140,32,,13,18,21,23,24,28,37,50,,138
,,,54 55,35,,89,24,3,5,9,9,1a,15,37 37,50,67,,138
,MO,,54 56,25,2,68,25,6,,,,321,,,,,,138
,,,,,,,,,,11,12,21,,35,37,58,,138
,,,54,,24,61,39,24,24,32,32,40,40,43,43,67,,138
,,,55 56,9,1,34,9,1,2,2,3,3,3,,15,21,,138
,,,54 56,39,1,68,23,,,10,12,20,26,33,37,50,,138
,,,56,23,,29,14,4,8,9,,13,15,18,,28,,138
,LA,,54 55,26,,35,5,1,,1,2,2,3,3,6,6,,138
,,,54 55,24 24,,40 40,7,1,2,,,,,,,,,138
,,,,,,,,,,2,4,,5,6,,13,,138
,,,54 55,,,40,6,1,1,2,2,3,4,5,,13,,138
,,,54 55,31,3,105,16,3,3,4,5,6,,17,23,43,,138
,,,54,,22,71,41,23,23,24,24,,54,54,58,58,,138
,,1154,54,26,2,85,34,6,12,26,28,33,36,37,,,,138
,,1,55 55,56,,29,9,2,3,4,5,7,,,,63,,138
,,,54 55,82,,85,17,,3,,,,8,11,15,19,,138
,,,,,,,,2,,5,,10,14,20,30,37,,138
,,1154,,,,,,,,,,,,,,,,138
,,,54,21,1,49,11,2,3,5,6,,11,12,13,28,,138
,,,,14,1,13,4,1,1,1,2,2,3,6,,12,,138
,,,54 55,35,,49,8,1,2,3,5,6,7,i1,12,15,,138
,,,54,23,,53,14,2,3,7,8,13,14,14,15,37,,138
,,,54,,43,53,46,,43,43,43,50,50,50,50,58,,138
,,,54,10,7,53,22,7,7,132,14,14,,,,,,138
,,,,16,,,16,2,2,3,,,15,15,45,,,138
,,,54 55,26,,53,18,,,,,10,14,14,32,37,,138
,,,,,,,,2,3,7,10,13,14,15,37,47,,138
