Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Page
,,174 1,a06 3,5,14s 4,144 4,130 3,5,6,5,7,6,,6,,,41
,,174,206,186,145,144,,96,87,112,235,281,,262,,,41
AVERAGE,,174,132,144,124,73,97,61,62,80,140,178,,165,,,41
,57,,,,,,,,,,,,,,,,41
,,,,,,2,1,3,2,2,2,3,,2,,,41
,,118,245,440,73,,,,,,,108,,173,,,41
AVERAGE,,115,1861 161,205,67,80,54,50,51,105,67,,,,,,41
,,112,118,60,62,61,54,34,50,81,45,26,,115,,,41
,57,,,,,,,,,,,,,,,,41
AVERAGE,,74,102,80,49,40,61,58,92,148,95,172,,165,,,41
,,,,,,,,,85,148,48,172,,131,,,41
,,43,54,53,38,27,61,43,,,,,,,,,41
,57,,,,,,,,,,,,,,,,41
AVERAGE,,34,146,57,37,57,76,77,64,78,127,48,,122,,,41
,57,,,,,,,,,,,2,,,,,41
,,,126,162,151,52,54,49,,79,290,146,,,,,41
AVERAGE,,,126,120,112,33,40,44,,79,290,130,,104,,,41
,,,126,79,74,,26,39,,79,290,114,,64,,,41
,55 57,,,,,,,,,,,,,,,,41
,,222,,155,139,126,78,72,94,91,161,127,,146,,,41
AVERAGE,,,,,,,46,35,62,53,119 119,81,,94,,,41
,,86,86,70,54,71,,,,,,,,,,,41
Pl,55 56,,,,,,,,,,,,,,,,41
,,40,50,47,33,39,31,40,27,117,61,26,,68,,,41
AVERAGE,,40,40,44,27,35,26,40,18,85,30,21,,,,,41
EV,36,,,,,,,,,,,,,,,,41
,,4,5,4,4,5,4,9,9,8,8,5,,103 4,,,41
AVERAGE,,167,74,162,72,71,82,68,114,111,129,107,,75,,,41
LA,57,,,,,,,,,,,,,,,,41
,,2,2,3,1,3,2,2,2,3,2,2,,2,,,41
AVERAGE,,,48,39,19,35,35,39,64,75,25,94,,51,,,41
,,17,27,20,19,29,32,19,39,29,22,66,,33,,,41
,57,,,,,,,,,,,,,,,,41
,,,1,1,2,3,2,2,1,2,3,2,,2,,,41
,,,68,74,240,71,187,126,134,68,333,53,,80,,,41
AVERAGE,,,68,74,147,45,133,122 122,134,54,187,43,,75,,,41
,57,,,,,,,,,,,,,,,,41
,,,,3,,1,2,,2,3,2,2,,2,,,41
,,2,65 2,,2,59,75,47,91,76,48,,,77,,,41
AVERAGE,,,58,59,93,,58,37,75,57,41,,,54,,,41
,,17,,33,66,59,41,24,60,48,34,59,,32,,,41
,57,,,,,,,,,,,,,,,,41
,,3,2,3,1,2,3,3,2,,2,1,,3,,,41
,,,110,82,92,82,719 79,67,59,78,62,137,,87,,,41
AVERAGE,,106,89,,92,,71,50,41,60,54,137,,49,,,41
,,,,,,20,57,33,24,34,46,137,,24,,,41
,,91,69,66,92,,,,,,,,,,,,41
,,,1,2,2,2,1,1,2,1,2,1,,2,,,41
AVERAGE,,,73,47,57,45,33,33,43,68,72,24,,69,,,41
,,,73,39,16,42,33,33,31,68,37,24,,37,,,41
,57,,,,,,,,,,,,,,,,41
,,,,,,,,,,,6,1,,3,,,41
,,2,2,2,1,1,3,2,3,1,,146,,167,,,41
,,101,700,i2i,62,70,52,85,78,47,172,,,,,,41
AVERAGE,,92,400,116,62,70,44,79,70,47,113,146,,91,,,41
BURLINGTON,57,,,,,,,,,,,,,,,,41
AVERAGE,,,30,31,28,24,19,21,24,24,28,18,,29,,,41
,57,,,,,,,,,,,,,,,,41
,,2,2,2,2,3,,,,,,,,410,,,41
AVERAGE,,141,68,201,98,96,91,72,82,67,81,170,,410,,,41
