Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,,,,,,,,,,,,,135,,,119
,,AVERAGE,,,2,2,2,3,1,2,2,3,2,3,4,,,119
,,,,,2,2,2,2,,2,2,2,2,2,2,,,119
,,WA,56,,,,,,,,,,,,,,,119
,,,,1,2,,1,3,2,1,3,2,1,1,,,,119
,,,,,3,,,3,,3,2,5,2,,,,,119
,,AVERAGE,,,2,,2,1,3,3,2,,,,,,,119
,,LO v,54 55,,,,,,,,,,,,,,,119
,,AVERAGE,,2,5,26,6,5,9,7,3,4,4,4,9,,,119
,,CH ARL VA,55,,,,,,,,,,,,,,,119
,,AVE RAGE,,,2,3,,2,1,1,2,3,2,1,3,,,119
,,TAMPA FLA,55,,,,,,,,,,,,,,,119
,,,,,2,2,2,,2,2,6,6,3,2,2,,,119
,,AVERAGE,,2,2,2,1,1,2,1,4,3,3,2,2,,,119
,,ATLAN TA GA,55 56,,,,,,,,,,,,,,,119
,,AVE RAGE,,20,8,11,10,1,3,1,4,,6,7,2,,,119
,,MUM,,20,8,,,1,3,,4,,6,7,2,,,119
,,CHATT ANOOGA TENN,55 56,,,,,,,,,,,,,,,119
,,AVE RAGE,,,1,2,1,4,,2,1,2,3,2,5,,,119
,,CHICA Go,55,,,,,,,,,,,,,,,119
,,AVER AGE,,2,39,5,10,8,5,3,9,23,27,13,10,,,119
,,EAST,55 56,,,,,,,,,,,,,,,119
,,AVE RAGE,,5,6,Li,5,11,6,40,32,10,2,4,5,,,119
,,EAST c HICAGO IND,55 56,,,,,,,,,,,,,,,119
,,AVE RAGE,,3,5,10,10,9,5,4,2,7,13,3,5,,,119
,,NNATI OHIO,55,,,,,,,,,,,,,,,119
,,AVE RAGE,,3,,6,5,4,6,2,4,5,72,6,20,,,119
oo,,,,3,,3,4,3,4,2,2,2,4,3,20,,,119
,,,57,,,,,,,,,,,,,,,119
,,AVERAGE,,,,,23,3,,7,42,,26,,,,,119
,,,,,,,20,3,,,15,,20,,,,,119
,,,57,,,,,,,,,,,,,,,119
,,AVERAGE,,,21,,9,,,,,10,,,,,,119
,,,,2,,2,2,,1,,2,3,2,4,3,,,119
,,AVERAGE,,2,,2,,,,,,,,,,,,119
,,,,2,,2,2,,,,2,,2,2,3,,,119
,,MO,55 56,,,,,,,,,,,,,,,119
,,AVERAGE,,4,4,2,1,1,2,3,3,2,2,2,3,,,119
,,,55 56,,,,,,,,,,,,,,,119
,,AVERAGE,,,,,,,,,,,,,,,,119
NS,,,,2,12,,4,5,6,5,,7,3,5,7,,,119
,,,,2,5,,3,3,4,2,4,7,3,5,4,,,119
oo,,,,,,,,,,,,,,,,,,119
,,Google,,,,,,,,,,,,,,,,119
oa,,,,,,,,,,,,,,,,,,119
