Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,CHICAGO PEL,,,4,,2,,,,,1,1,1,1,1,2,,207
,,,55,28,,50,13,2,4,5,7,,10,19,20,30,,207
,,,54 55,32,,50,11,1,2,4,6,8,,10,20,30,,207
,,,54,30,,54,3,,,,1,1,1,1,1,9,,207
,,,,26,,90,18,1,2,4,8,9,10,10,32,43,,207
,,,54 55,56,,90,10,,,1,1,1,6,,10,32,,207
,,,54,3,,4,1,,1,1,1,1,1,1,1,4,,207
,,,55,29,,10,4,1,1,2,2,3,5,7,8,8,,207
,,,54,37,,54,2,,,,1,1,1,1,2,6,,207
,,,55,B3,,90,11,1,2,3,5,7,9,,18,31,,207
,,,54 55,120,,90,9,,1,1,2,4,7,,10,21,,207
,,,55 56,15,2,7,3,2,2,2,3,3,3,4,4,6,,207
,,,56,14,,6,2,,1,,2,2,,,,,,207
,,,,,,,,,,1,,,2,,,4,,207
,,,55 56,29,,7,2,1,1,2,2,3,3,3,4,4,,207
,EAST CHICAGO,,55 56,19,,40,13,2,7,8,9,,10,10,20,30,,207
,,,55 56,26,,100,19,1,1,3,6,,12,20,32,47,,207
,,,55 56,21,2,140,31,3,4,7,,10,20,43,48,67,,207
,,,56,20,,40,10,1,1,2,3,5,,10,20,32,,207
,,,55 56,86,,140,18,1,2,5,7,,10,19,30,44,,207
,DETROIT MICH,,54,25,,210,28,1,1,1,2,3,,10,15,119,,207
,CINCINNATI OHIO,,54,56,,10,,,,,,,1,1,1,2,,207
,,,,27,,154,,1,1,1,2,2,2,2,3,3,,207
,,,54,83,,154,2,,,,1,1,1,1,2,3,,207
,,,,9,,15,3,,1,1,1,1,1,2,2,6,,207
,,,54,7,,2,1,,,1,1,1,1,2,2,2,,207
,,,54,14,,10,3,,1,1,1,2,2,2,6,8,,207
,,,54,86,,15,,,,,1,1,,,,5,,207
,,,55,27,,,1,,,,,,1,1,2,,,207
,,,,,,154,7,1,1,1,2,2,2,2,3,3,,207
,,,54 55,1153,,154,2,,,1,1,1,1,2,2,4,,207
,,,57,12,,16,7,1,4,5,6,7,7,,10,13,,207
,,,57,19,5,48,20,6,8,,10,13,18,21,39,43,,207
,,,54 55,33,,30,5,,,,1,2,4,6,,10,,207
,MO,,54 56,23,,40,8,,1,2,3,5,,10,10,21,,207
,,,54,3,,6,2,,1,1,1,1,1,1,1,6,,207
,,,56,9,,9,2,,1,1,1,1,1,2,2,4,,207
,,,54 56,35,,40,6,,1,1,2,3,4,,10,15,,207
,,,55 56,23,,20,4,1,1,2,2,2,3,,,,,207
,,,,,,,,,,,,,,4,6,9,,207
,NEW ORLEANS LA,,,,,,,,,,,,,,,,,207
,,,54 55,26,,8,2,,,1,1,1,2,2,4,5,,207
,,,54 55,24,,6,,,,,1,1,1,1,2,3,,207
,,,54 55,50,,8,1,,,1,1,1,1,2,3,4,,207
,TEXAS,,54 55,29,,6,,,,,,1,1,1,1,2,,207
,,,54,4,,39,12,,1,,,,,,,,,207
,,,,,,,,,,1,3,3,3,6,,43,,207
,,,54,20,,6,1,,,1,1,1,1,2,3,5,,207
,,,,56,,7,2,,,1,1,2,2,3,3,4,,207
,,,54 55,76,,7,1,,,1,1,1,2,3,3,4,,207
,TEXAS,,54,20,,10,3,1,1,1,1,2,2,3,5,8,,207
,,,55,14,2,10,5,2,3,3,4,4,5,5,6,9,,207
,,,54 55,34,,10,4,1,1,2,2,3,4,5,6,9,,207
,DENVER,,,,,,,,,,,,,,,,,207
,COL,,55,23,,7,3,1,2,,,,,,,,,207
,,,,,,,,,,2,2,3,3,3,4,6,,207
,SALT LAKE UTAH,,,,,,,,,,,,,,,,,207
,,2,54 55,31,,40,6,1,2,3,4,5,6,7,8,10,,207
,ANCHORAGE,,,,,,,,,,,,,,,,,207
,ALASKA,,54,40,,63,6,,1,1,1,2,3,,10,12,,207
,LOS ANGELES,,54,14,,110,10,,,,1,1,1,2,,21,,207
,SAN,,55 56,32,,20,3,,,1,1,1,2,2,5,8,,207
,PASADENA CALIF,,54,18 18,,15,2,,,,1,1,1,2,3,4,,207
,,,,,,20,5,,1,3,4,5,6,6,8,9,,207
,,,,4,2,70,43,,2,,47,47,,,50,,,207
,,,54 56,43,,70,,,,,,,47,,,77,,207
,,,,,,,7,,1,1,1,3,5,6,,15,,207
,,,,,,,,,,,,,2,,,,,208
,,,,34,,30,4,,,1,1,1,,,,,,208
,SAN,,54,25,,14,,,,,4,1,1,2,4,7,,208
,,,55,12,,7,1,,,4,4,4,1,1,5,5,,208
,,,56,20,2,11,5,2,3,3,4,4,5,6,,,,208
,,,54 56,57,,14,3,,,1,1,2,3,4,5,,,208
,,,56,30,1,30,5,2,2,3,4,4,5,6,6,9,,208
,,,54,20,,80,15,1,5,6,,ii,12,18,23,28,,208
,,,55,19,6,80,34,10,19,20,21,31,32,39,42,,,208
,,,54 55,39,,80,23,5,,10,13,20,21,29,36,43,,208
,,,54,15,,24,7,1,2,3,4,6,8,,12,18,,208
,,,54,10,,28,13,1,,12,13,13,14,15,18,21,,208
,,,54,10,,13,3,,,1,1,1,2,2,,12,,208
,,,54,55,,80,10,1,1,3,5,,il,13,16,23,,208
,,,55,,6,80,31,10,19,20,21,31,32,39,42,50,,208
,,,54 55,74,,80,16,1,2,5,,11,14,19,24,39,,208
,,1157,57,20,,130,47,11,21,28,35,43,48,63,72,83,,208
