Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,NORFOLK VA,,,23,4,112,22,,,,,,,,,,,82
,CHARLESTON VA,,55 57,17,1,50,10,2,2,5,6,7,,10,12,,,82
,,,,25,3,35,13,,7,8,9,1i,14,17,18,24,,82
,TAMPA FLA,,55 57,,,,,,,,,,,,,,,82
,ATLANTA GA,,56,16,2,60,13,2,5,6,,,,,17,22,,82
,CHATTANOOGA TENN,,55 57,16,5,40,16,,10,,14,,16,17,19,27,,82
,,,55 56,18,5,35,17,,10,10,11,13,20,21,22,32,,82
,,,55 57,34,5,40,17,,10,,13,15,16,20,22,32,,82
,NASHVILLE TENN,,57,23,7,140,30,10,19,22,23,25,30,32,34,39,,82
,CHICAGO PEL,,55,28,5,46,,6,,10,,13,14,17,19,25,,82
,,2154,54,24,25,200,75,28,48,,61,65,72,90,95,124,,82
,,2155,55,25,4,163,33,,10,13,15,25,28,31,36,92,,82
,,,54 55,49,4,200,53,10,15,26,30,46,56,65,89,97,,82
,,4155,55,29,6,74,,7,,11,15,17,20,22,28,41,,82
,,5157,57,2,6,15,io,,,6,6,6,6,,15,15,,82
,,,54,24,25,200,75,28,48,52,61,65,72,90,95,124,,82
,,,55,82,4,163,23,6,,,13,15,19,23,30,44,,82
,,,57,2,6,15,10,,,6,6,6,6,,15,15,,82
,,,54 57,108,4,200,34,,10,,15,21,27,38,52,88,,82
,EAST,,55 56,15,5,36,18,,10,12,13,17,18,,28,34,,82
,ILL,,,,,,,,,,,,,,,,,82
,,,55 56,14,7,28,12,6,7,,,11,12,14,15,19,,82
,,,55 56,29,5,36,15,6,,10,12,13,15,17,19,28,,82
,EAST CHICAGO IND,,55 56,19,4,58,25,10,14,16,17,19,25,32,41,46,,82
,,,55 56,26,10,67,25,12,13,14,17,21,25,28,36,44,,82
,,,56,2i,5,59,17,7,7,8,,14,17,ei,22,32,,82
,,,56,20,,56,19,6,,10,,,18,22,29,32,,82
,,,56,86,4,67,22,,10,12,15,17,,26,31,42,,82
,IND,,57,25,12,55,24,13,14,16,19,22,25,28,32,39,,82
,CINCINNATI OHIO,,54,,,,,,,,,,,,,,,82
,,,55,36,4,205,,5,,10,,19,25,34,43,56,,82
,,,,27,4,81,15,4,5,6,7,8,,11,22,32,,82
,,,54 55,63,,205,24,,5,7,,12,18,25,35,54,,82
,,,57,25,6,36,20,,13,16,17,20,21,25,28,32,,82
,,,57,26,5,50,25,6,,12,13,19,36,42,44,46,,82
,,,57,19,7,62,22,,10,12,16,18,19,22,32,41,,82
,,,57,,,,,,,,,,,,,,,82
,,,,26,3,52,18,6,,,13,14,,23,25,28,,82
,KANSAS,,57,25,7,25,16,8,,13,14,15,19,20,21,23,,82
,,,54 55,21,2,30,11,2,2,6,6,8,,12,19,28,,82
,MO,,55 56,19,2,43,15,5,,il,12,13,14,,22,25,,82
,,,55 56,9,1,14,6,1,2,4,5,5,5,7,,12,,82
,,,55,28,1,43,12,2,5,6,,11,13,14,15,24,,82
,,,56,25,4,38,,5,7,8,,11,12,13,13,19,,82
,,,57,23,5,17,10,5,,10,10,,12,12,13,14,,82
,NEW ORLEANS LA,,54,23,,38,13,1,,,7,,13,15,22,31,,82
,,,54 55,22,,38,11,1,4,7,7,,11,13,19,22,,82
,,,37,,12,22,18,,12,19,19,20,20,21,,22,,82
,,,54 57,50,,38,13,1,5,6,,,13,,,,,82
,,,,,,,,,,,,,,,,25,,82
,TULSA OKLA,,57,19,8,35,17,10,11,14,16,,18,19,22,27,,82
,FT WORTH TEXAS,,54 55,28,2,27,10,2,3,4,5,,10,14,15,22,,82
,HOUSTON TEXAS,,54,15,,27,12,4,5,7,,10,12,16,19,27,,82
,,,55,56,2,83,21,,10,,i4,18,21,24,27,32,,82
,,,54 55,71,,83,19,7,9,10,,17,19,23,26,31,,82
,,,,4,,67,38,,,,,,,,,,,82
,,,57,,8,,,,8,,32,32,32,52,52,67,,82
,,,54 57,75,,83,20,7,,10,12,,20,24,27,36,,82
,BELLAIRE TEXAS,,54,17,5,20,10,5,5,8,,10,10,,12,19,,82
,,,55,24,2,30,13,2,,10,13,14,16,18,20,,,82
,,,54,41,2,30,12,4,6,,10,ii,14,16,19,21,,82
