Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,,,1,13,,1,,2,3,4,5,,9,9,,197
,,,54 55,41,,15,5,1,1,2,3,4,5,6,8,12,,197
,,,54,13,1,4,1,,1,1,1,1,2,2,2,3,,197
,,,,,1,4,2,1,1,,2,2,2,3,3,4,,197
,,,54 55,23,1,4,2,,1,1,1,2,2,2,3,3,,197
,,,54,3,,1,,,,,,1,1,1,1,,,197
,,,54,36,,15,3,,1,1,1,2,3,3,5,6,,197
,,,55,31,1,13,,1,1,2,2,3,,5,7,9,,197
,,,55,,,,4,,,,,,4,,,,,197
,,,54,67,,15,3,,1,1,2,2,3,4,6,9,,197
,BALTIMORE MD,,57,18,2,33,9,3,5,6,7,8,8,9,11,12,,197
,CHARLESTON VA,,54,11,5,106 06,32,5,6,6,7,18,20,26,74,79,,197
,,,55,16,,30,10,1,2,4,4,8,10,190,19,20,,197
,,,54 55,27,,106,,2,4,5,7,10,14,19,20,30,,197
,TAMPA FLA,,54 55,28,,,,,,,,,,,,,,197
,,,,,,9,,,,,,1,1,1,1,1,,197
,ATLANTA,,,,,,,,,,,,,,,,,197
,GA,,54 56,22,1,55,,,2,3,3,4,4,6,9,18,,197
,CHATTANOOGA TENN,,55,14,,11,2,,,1,1,1,1,2,3,4,,197
,,,55 56,18,,4,1,,1,1,1,2,2,2,2,3,,197
,,,55 56,32,,11,2,,,1,1,1,2,2,3,3,,197
,CHICAGO,,,3,,,26,,1,1,1,18,18,18,18,69,,198
,,,,28,,8,2,,,1,1,1,2,3,3,4,,198
,,,54 55,31,,62,4,,,1,1,1,2,3,4,5,,198
,,,54,29,,58,10,,1,1,1,3,3,8,10,42,,198
,,,55,26,,51,4,,1,1,2,2,3,4,5,6,,198
,,,54 55,55,,58,7,,1,1,2,2,3,5,8,16,,198
,,,54,3,,29,13,,1,1,1,12,12,12,12,30,,198
,,,55,,,,,,,,,,,,,,,198
,,,,29,,4,1,,,1,,1,1,2,2,3,,198
,,,54,35,,62,11,,1,1,1,3,6,10,16,45,,198
,,,55,83,,51,2,,,1,1,1,2,2,3,4,,198
,,,54 55,118,,62,5,,,1,1,2,2,3,4,9,,198
,EAST ST LOUIS,,55 56,,1,10,4,2,2,3,3,3,4,4,5,8,,198
,,,56,14,,,,,,,,,,,,,,198
,,,55,,1,5,2,,1,1,2,2,2,3,3,4,,198
,,,55 56,29,1,10,3,1,,2,2,3,3,3,4,5,,198
,EAST CHICAGO,,56,19,,30,6,1,2,3,3,4,4,5,8,10,,198
,,,56,26,1,29,7,1,2,2,3,4,5,5,12,16,,198
,,,55 56,21,,15,4,1,1,1,2,3,4,,,,,198
,,,55 56,20,,16,3,,1,,2,2,3,3,4,5,,198
,,,55 56,86,,30,5,1,1,2,2,3,4,5,7,14,,198
,DETROIT,,53,16,1,105,34,3,4,,7,12,39,56,65,69,,198
,,1154,54,5,37,108,59,39,39,49,49,52,52,60,60,119,,198
,,,53 54,21,1,108,40,3,6,,,39,52,57,65,104,,198
,CINCINNATI OHIO,1154,54,64,,71,6,,,1,4,,2,3,4,,,198
,,1155,55,27,1,70,7,1,1,2,2,2 1,3,3,4,5,,198
,,,54 55,91,,,6,,,1,1,2,3,3,4,20,,198
,,2154,54,11,,,10,,,1,1,1,5,12,18,34,,198
,,4154,54,8,,20,4,,1,1,1,,,4,4,8,,198
,,,54,13,,65,19,,1,1,8,16,18,23,30,52,,198
,,,,96,,,,,,,,,,,,,,198
,,,54,,,71,8,,,1,1,1,3,4,12,25,,198
,,,54,27,1,70,7,1,1,2,2,2,3,3,4,5,,198
,,,54 55,123,,71,8,,,1,1,2,3,4,10,25,,198
,,,57,12,3,29,13,3,7,10 10,10,12,15,15,,23,,198
,wis,1157,57,19,4,38,12,4,5,7,9,10,12,13,15,23,,198
,,1155,55,20,,4,2,,1,1,1,,2,,,,,198
,,,,,,,,,,,,2,,2,3,3,,198
,,,54 55,35,,72,8,,1,1,1,2,2,3,4,39,,198
,MO,,54 56,25,,60,8,,1,1,1,2,2,3,4,39,,198
,,,54,4,,39,26,,1,1,34,34,34,37,37,39,,198
,,,56,9,,4,1,,,1,1,1,1,1,2,2,,198
,,,54 56,38,,60,8,,1,,1,2,2,3,4,36,,198
,,,55 56,,,,,,,,,,,,,,,198
,,,,23,,30,3,,1,1,1,,,3,3,5,,198
,NEW ORLEANS LA,,54 55,26,,1,,,,,,1,1,1,1,1,,198
,,,54 55,24,,1,,,,,,1,1,1,1,1,,198
,,,54 55,50,,1,,,,,,1,1,1,1,1,,198
,FT WORTH TEXAS,,54 55,27,,518,19,,,,,1,1,1,1,1,,198
,LAKEWORTH TEXAS,,54,3,,29,9,,1,,1,,,,,30,,198
,,,,,,,,,,1,,1,1,1,1,,,198
,HOUSTON TEXAS,,54,23,,86,23,1,2,4,5,8,20,26,39,74,,198
,,1155,Sb,56,,5,1,,,1,1,1,1,2,2,3,,198
,,,54 55,79,,86,8,,,1,1,1,2,3,5,23,,198
,BELLAIRE TEXAS,,54,20,,12,3,,,1,1,1,2,2,3,8,,198
,,,55,14,,4,1,,,,,1,1,1,2,3,,198
,,,54 55,34,,12,2,,,1,1,1,1,2,2,6,,198
,DENVER,,54 55,26,1,24,,1,2,2,3,3,4,5,7,10,,198
,,,54 55,,,,,,,,,,,,,,,198
,,,,31,,66,10,1,5,6,8,9,9,10,10,19,,198
,ANCHORAGE ALASKA,,54,31,,750,114,1,7,20,52,91,,,179,235,,198
,,,,10,,47,11,,1,1,2,3,5,10,18,34,,198
,,,54 55,41,,750,89,1,2,7,18,49,,,,,,198
,,,,1,,104,,,,,,,,,,98,,199
,,,54,,,,9,,,,,,,,,30,,199
,,,54,19,,10,44,,,24,26,,,,,98,,199
,SAN,,56,32,,,,,,,,,,,,1,,199
,PASADENA CALIF,,54,23,,13,33,,,,20,24,34,44,,74,,199
,,,,2,,2,4,,,,,,,4,,6,,199
,,,56,,,10,5,,,,,,,,6,10,,199
,,,54 56,48,,13,18,,,,,,,,30,,,199
,BERKELEY CALIF,,54 55,33,,40,5,,,,,,,,,12,,199
,,,,,,,,,,,,,,4,,,,199
,SAN,,54,2,,24,4,,,,,4,,,,8,,199
,,,55,,,22,4,,,,,,4,,,8,,199
,,,56,20,1,10,4,1,,,,4,4,,6,8,,199
,,,54 56,57,,24,4,1,,,,,,,,8,,199
,SAN,,55 56,30,1,,1,,,,,,,,,3,,199
,,1154,54,20,,54,19,1,,,,,14,34,39,45,,199
,,4755,55,,,,,,,,,,,,,,,199
,,,,19,,7,3,1,,,,,,,4,5,,199
,,,54 55,39,,54,11,1,,,,4,,,,39,,199
,,2154,54,1,,,18,1,,,9,,,,,292,,199
,,5154,54,10,,1,7,1,,,6,,,,,12,,199
,,,54,10,1,9,5,,,,,,,,,,,199
,,,,,,,,1,,,,,,,,9,,199
,,,54,55,,,14,1,,,4,,,,,43,,199
,,,55,19,,7,3,1,,,,,,4,,5,,199
,,,54 55,74,,66,11,1,,,4,,,,,39,,199
,SEATTLE WASH,,57,20,5,37,14,6,,,9,19,14,1,18,20,,199
